날짜,종목코드,종목명,업종명,시장구분,시가,고가,저가,종가,거래량,시가총액
2025-03-14,008470,부스타,금속,KOSDAQ,3695,3700,3695,3700,785,31097760000
2025-03-14,338220,뷰노,IT 서비스,KOSDAQ,21700,23050,21700,22950,133257,321284462850
2025-03-14,100120,뷰웍스,의료·정밀기기,KOSDAQ,22750,23000,22600,22600,17161,220350000000
2025-03-14,406820,뷰티스킨,화학,KOSDAQ,13000,13270,12980,13050,7262,46119222000
2025-03-14,337930,브랜드엑스코퍼레이션,IT 서비스,KOSDAQ,6490,6490,6350,6440,79312,188766362680
2025-03-14,099390,브레인즈컴퍼니,IT 서비스,KOSDAQ,5360,5410,5270,5380,8024,44160562540
2025-03-14,064480,브리지텍,IT 서비스,KOSDAQ,5140,5380,5140,5360,59928,64065400000
2025-03-14,288330,브릿지바이오테라퓨틱스,제약,KOSDAQ,6250,6850,6190,6570,2600552,338098500630
2025-03-14,365900,브이씨,기타제조,KOSDAQ,3785,4050,3710,3900,20448,28510170000
2025-03-14,089970,브이엠,기계·장비,KOSDAQ,9120,9800,9120,9680,120440,233051759600
2025-03-14,251630,브이원텍,기계·장비,KOSDAQ,4340,4590,4270,4525,26261,72141559150
2025-03-14,018290,브이티,화학,KOSDAQ,35450,35800,35100,35400,303500,1267249447800
2025-03-14,478560,블랙야크아이앤씨,섬유·의류,KOSDAQ,3855,4050,3815,3925,319664,95348278375
2025-03-14,439580,블루엠텍,유통,KOSDAQ,10730,10940,10620,10810,87466,120750089010
2025-03-14,033560,블루콤,전기·전자,KOSDAQ,3330,3370,3310,3325,21419,56857500000
2025-03-14,369370,블리츠웨이스튜디오,기타제조,KOSDAQ,1597,1597,1550,1589,6298,79246466579
2025-03-14,126340,비나텍,전기·전자,KOSDAQ,24750,25000,24450,24800,4509,150910926400
2025-03-14,121800,비덴트,전기·전자,KOSDAQ,0,0,0,3320,0,256309348520
2025-03-14,082800,비보존 제약,제약,KOSDAQ,6640,6860,6610,6800,246643,340711728800
2025-03-14,318410,비비씨,화학,KOSDAQ,7650,7770,7520,7740,15827,42997580820
2025-03-14,419540,비스토스,의료·정밀기기,KOSDAQ,1659,1659,1629,1649,111183,37914650639
2025-03-14,146320,비씨엔씨,전기·전자,KOSDAQ,10140,10600,10130,10510,42270,134506170730
2025-03-14,200780,비씨월드제약,제약,KOSDAQ,4445,4445,4330,4385,4267,38993103840
2025-03-14,413640,비아이매트릭스,IT 서비스,KOSDAQ,10860,11370,10600,11150,139020,80357381000
2025-03-14,141000,비아트론,기계·장비,KOSDAQ,7250,7270,7150,7250,7133,87831647500
2025-03-14,083650,비에이치아이,기계·장비,KOSDAQ,19430,20900,19430,20750,1343452,642095781250
2025-03-14,445360,비엔케이제1호스팩,금융,KOSDAQ,2110,2115,2110,2110,13652,9094100000
2025-03-14,473370,비엔케이제2호스팩,금융,KOSDAQ,2010,2015,2005,2015,3838,8483150000
2025-03-14,065170,비엘팜텍,유통,KOSDAQ,1560,1632,1510,1521,289308,13532420655
2025-03-14,086670,비엠티,기계·장비,KOSDAQ,9140,9570,8990,9320,25187,85046621680
2025-03-14,335890,비올,의료·정밀기기,KOSDAQ,7960,8160,7900,8100,377632,473194912500
2025-03-14,230980,비유테크놀러지,IT 서비스,KOSDAQ,0,0,0,229,0,21370407553
2025-03-14,082920,비츠로셀,전기·전자,KOSDAQ,26300,27500,26200,26500,113076,606113644500
2025-03-14,054220,비츠로시스,전기·전자,KOSDAQ,366,402,366,393,502049,23561560833
2025-03-14,042370,비츠로테크,금융,KOSDAQ,7970,8080,7910,8020,84909,210124200500
2025-03-14,050090,비케이홀딩스,일반서비스,KOSDAQ,654,670,653,670,23559,13255772450
2025-03-14,148780,비큐AI,IT 서비스,KOSDAQ,1000,1029,998,1016,26829,31948856600
2025-03-14,307870,비투엔,IT 서비스,KOSDAQ,776,800,721,764,122325,38815657176
2025-03-14,377030,비트맥스,IT 서비스,KOSDAQ,1741,1760,1696,1701,191270,63330308622
2025-03-14,032850,비트컴퓨터,IT 서비스,KOSDAQ,4865,4905,4850,4870,35410,80955436910
2025-03-14,238200,비피도,음식료·담배,KOSDAQ,3055,3125,2985,3005,3850,24580900000
2025-03-14,093190,빅솔론,전기·전자,KOSDAQ,5220,5220,5160,5180,24710,99657527900
2025-03-14,065450,빅텍,의료·정밀기기,KOSDAQ,4100,4110,4050,4070,173039,116616896000
2025-03-14,044480,빌리언스,화학,KOSDAQ,466,475,453,463,225552,18827306064
2025-03-14,069540,빛과전자,전기·전자,KOSDAQ,925,929,905,907,599352,41756084153
2025-03-14,072950,빛샘전자,전기·전자,KOSDAQ,4440,4510,4305,4485,16648,36115955850
2025-03-14,451250,삐아,화학,KOSDAQ,10100,10220,9960,10000,128083,100898770000
2025-03-14,143240,사람인,IT 서비스,KOSDAQ,15300,15670,15290,15570,5513,182313224910
2025-03-14,466410,사이냅소프트,IT 서비스,KOSDAQ,13310,13840,13310,13630,24470,68654623490
2025-03-14,452430,사피엔반도체,전기·전자,KOSDAQ,20100,20550,19500,19660,112536,159176285640
2025-03-14,419120,산돌,IT 서비스,KOSDAQ,6630,6760,6630,6750,16025,52476700500
2025-03-14,122350,삼기,운송장비·부품,KOSDAQ,1189,1190,1160,1174,46777,45010488472
2025-03-14,419050,삼기이브이,운송장비·부품,KOSDAQ,1602,1619,1580,1601,122173,91571180240
2025-03-14,014970,삼륭물산,종이·목재,KOSDAQ,2875,2905,2870,2880,3454,43560000000
2025-03-14,018310,삼목에스폼,금속,KOSDAQ,19870,20350,19870,20200,10711,296940000000
2025-03-14,053700,삼보모터스,운송장비·부품,KOSDAQ,4135,4140,4085,4115,41853,94139636850
2025-03-14,009620,삼보산업,금속,KOSDAQ,2060,2150,2050,2130,99674,34902373830
2025-03-14,023600,삼보판지,종이·목재,KOSDAQ,8010,8090,7990,8090,9118,130815300000
2025-03-14,439250,삼성스팩7호,금융,KOSDAQ,10530,10550,10530,10540,3568,36911080000
2025-03-14,448740,삼성스팩8호,금융,KOSDAQ,10280,10300,10280,10290,4512,47992560000
2025-03-14,468510,삼성스팩9호,금융,KOSDAQ,2125,2170,2075,2105,230413,23260250000
2025-03-14,009300,삼아제약,제약,KOSDAQ,16000,16060,15840,16060,27880,102302200000
2025-03-14,482630,삼양엔씨켐,화학,KOSDAQ,17510,19390,17500,18250,1010376,197650055000
2025-03-14,361670,삼영에스앤씨,전기·전자,KOSDAQ,4580,4585,4520,4570,3728,25901197060
2025-03-14,054540,삼영엠텍,금속,KOSDAQ,4850,4950,4815,4900,40307,63700000000
2025-03-14,065570,삼영이엔씨,전기·전자,KOSDAQ,0,0,0,764,0,12295692232
2025-03-14,032280,삼일,운송·창고,KOSDAQ,2030,2095,1996,1996,142841,32362325640
2025-03-14,002290,삼일기업공사,건설,KOSDAQ,3875,3935,3845,3920,40157,48608000000
2025-03-14,037460,삼지전자,전기·전자,KOSDAQ,9300,9470,9290,9460,52306,154373218120
2025-03-14,032750,삼진,전기·전자,KOSDAQ,4370,4370,4210,4230,222385,38201646060
2025-03-14,054090,삼진엘앤디,기타제조,KOSDAQ,716,725,710,725,29247,18095443200
2025-03-14,000250,삼천당제약,제약,KOSDAQ,188000,197400,185600,191400,372839,4489760140800
2025-03-14,024950,삼천리자전거,유통,KOSDAQ,4125,4205,4125,4170,16378,55350816090
2025-03-14,038500,삼표시멘트,비금속,KOSDAQ,3100,3160,3100,3135,85562,338317619310
2025-03-14,437730,삼현,운송장비·부품,KOSDAQ,12850,13400,12730,12750,606667,404271479250
2025-03-14,017480,삼현철강,금속,KOSDAQ,4420,4485,4395,4400,8213,69092716000
2025-03-14,046390,삼화네트웍스,오락·문화,KOSDAQ,1237,1251,1237,1241,145036,53577609853
2025-03-14,027580,상보,화학,KOSDAQ,1121,1176,1121,1173,320228,69419640267
2025-03-14,038540,상상인,IT 서비스,KOSDAQ,1565,1580,1530,1566,109240,86644138158
2025-03-14,452670,상상인제4호스팩,금융,KOSDAQ,2005,2005,2000,2000,3090,10440000000
2025-03-14,091580,상신이디피,전기·전자,KOSDAQ,7900,8150,7830,7980,90262,106359187620
2025-03-14,263810,상신전자,전기·전자,KOSDAQ,2845,2880,2835,2870,46835,40882340660
2025-03-14,089980,상아프론테크,화학,KOSDAQ,15930,15930,15580,15730,68579,251507552010
2025-03-14,042940,상지건설,건설,KOSDAQ,3885,3950,3855,3860,3701,15369802040
2025-03-14,042600,새로닉스,전기·전자,KOSDAQ,9350,9350,8980,9130,17903,113427230620
2025-03-14,107600,새빗켐,화학,KOSDAQ,17080,17500,16800,17230,5645,85832020350
2025-03-14,411080,샌즈랩,IT 서비스,KOSDAQ,8110,9200,8100,8460,3723440,129003477480
2025-03-14,252990,샘씨엔에스,전기·전자,KOSDAQ,4455,4750,4455,4720,130689,275591657360
2025-03-14,378800,샤페론,제약,KOSDAQ,3420,3590,3355,3540,1251799,106706329740
2025-03-14,294630,서남,전기·전자,KOSDAQ,3080,3100,3060,3080,74908,73856733720
2025-03-14,038070,서린바이오,유통,KOSDAQ,6810,7120,6810,7040,34361,62660759040
2025-03-14,006730,서부T&D,일반서비스,KOSDAQ,5360,5550,5360,5430,133914,357983191890
2025-03-14,079650,서산,비금속,KOSDAQ,1223,1224,1201,1214,5712,24280000000
2025-03-14,100660,서암기계공업,기계·장비,KOSDAQ,3560,3630,3535,3630,12553,45738000000
2025-03-14,019770,서연탑메탈,기계·장비,KOSDAQ,3805,3940,3790,3900,14609,45435000000
2025-03-14,043710,서울리거,유통,KOSDAQ,571,607,571,604,22820,52283756040
2025-03-14,092190,서울바이오시스,전기·전자,KOSDAQ,3280,3305,3250,3305,8077,151595005815
2025-03-14,046890,서울반도체,전기·전자,KOSDAQ,6560,6690,6560,6610,100832,385398694000
2025-03-14,063170,서울옥션,유통,KOSDAQ,6680,6780,6680,6740,23466,119798559580
2025-03-14,027040,서울전자통신,전기·전자,KOSDAQ,249,249,244,249,564312,17327622903
2025-03-14,018680,서울제약,제약,KOSDAQ,3310,3320,3285,3290,12395,38359159510
2025-03-14,093920,서원인텍,전기·전자,KOSDAQ,5220,5280,5220,5280,8524,98208000000
2025-03-14,189860,서전기전,전기·전자,KOSDAQ,4430,4550,4430,4510,17471,43741497800
2025-03-14,178320,서진시스템,전기·전자,KOSDAQ,22250,22650,21950,22450,207179,1262766567300
2025-03-14,122690,서진오토모티브,운송장비·부품,KOSDAQ,1879,1897,1879,1893,5986,41351468130
2025-03-14,140070,서플러스글로벌,유통,KOSDAQ,2500,2625,2500,2605,48903,96353740000
2025-03-14,011370,서한,건설,KOSDAQ,800,800,783,786,39398,79303363890
2025-03-14,065710,서호전기,전기·전자,KOSDAQ,22550,23100,22450,23050,12913,118707500000
2025-03-14,035890,서희건설,건설,KOSDAQ,1539,1540,1504,1507,108288,346321344699
2025-03-14,357550,석경에이티,화학,KOSDAQ,49450,51700,49450,50600,6237,276023000000
2025-03-14,003100,선광,운송·창고,KOSDAQ,15900,15920,15790,15840,6474,104544000000
2025-03-14,067370,선바이오,제약,KOSDAQ,6300,6330,5990,6120,12295,75358956600
2025-03-14,217620,선샤인푸드,일반서비스,KOSDAQ,0,0,0,3810,0,26803681470
2025-03-14,171090,선익시스템,기계·장비,KOSDAQ,43600,47950,43600,46400,114203,442517032000
2025-03-14,086710,선진뷰티사이언스,화학,KOSDAQ,10900,11220,10900,11000,91577,134236080000
2025-03-14,014620,성광벤드,금속,KOSDAQ,26650,27600,26650,27050,259547,755467196350
2025-03-14,037350,성도이엔지,일반서비스,KOSDAQ,4035,4090,4030,4060,15772,62808200000
2025-03-14,458650,성우,전기·전자,KOSDAQ,18230,19480,18080,18750,258550,282106312500
2025-03-14,081580,성우전자,전기·전자,KOSDAQ,2305,2340,2295,2325,23902,36056432475
2025-03-14,045300,성우테크론,전기·전자,KOSDAQ,2975,2975,2950,2960,1925,30048685680
2025-03-14,015750,성우하이텍,운송장비·부품,KOSDAQ,5210,5320,5200,5250,228079,420000000000
2025-03-14,365340,성일하이텍,화학,KOSDAQ,34500,35800,34000,34550,47588,419713400000
2025-03-14,080470,성창오토텍,운송장비·부품,KOSDAQ,3520,3520,3500,3505,6686,25586500000
2025-03-14,043260,성호전자,전기·전자,KOSDAQ,1125,1131,1116,1124,99944,68566460436
2025-03-14,148150,세경하이테크,전기·전자,KOSDAQ,7900,8020,7800,7910,448747,283655993390
2025-03-14,188260,세니젠,기타제조,KOSDAQ,2525,2640,2515,2585,17714,18685594950
2025-03-14,053060,세동,운송장비·부품,KOSDAQ,1015,1017,1010,1017,10634,17957595123
2025-03-14,340440,세림B&G,화학,KOSDAQ,1330,1330,1319,1324,8828,37572953936
2025-03-14,017510,세명전기,금속,KOSDAQ,5620,5890,5620,5870,358379,89494020000
2025-03-14,011560,세보엠이씨,건설,KOSDAQ,10120,10120,10000,10100,25369,106353000000
2025-03-14,396300,세아메카닉스,금속,KOSDAQ,2280,2350,2280,2315,53016,61323192500
2025-03-14,100700,세운메디칼,제약,KOSDAQ,2445,2445,2425,2430,7957,106434000000
2025-03-14,024830,세원물산,운송장비·부품,KOSDAQ,7730,8010,7680,7940,20821,66299000000
2025-03-14,258830,세종메디칼,의료·정밀기기,KOSDAQ,0,0,0,412,0,22983976612
2025-03-14,036630,세종텔레콤,통신,KOSDAQ,0,0,0,425,0,85000000000
2025-03-14,039310,세중,IT 서비스,KOSDAQ,1548,1573,1530,1566,4379,28378530522
2025-03-14,067770,세진티에스,전기·전자,KOSDAQ,2105,2150,2085,2150,10882,18052674950
2025-03-14,053450,세코닉스,의료·정밀기기,KOSDAQ,6400,6480,6320,6470,103814,95709435410
2025-03-14,222810,세토피아,금속,KOSDAQ,0,0,0,5400,0,81712098000
2025-03-14,252500,세화피앤씨,화학,KOSDAQ,851,858,840,856,94673,35512349840
2025-03-14,321370,센서뷰,전기·전자,KOSDAQ,1312,1343,1302,1306,125986,53849100398
2025-03-14,347000,센코,의료·정밀기기,KOSDAQ,2215,2260,2195,2250,39062,74261196000
2025-03-14,331920,셀레믹스,제약,KOSDAQ,3020,3115,3000,3040,19618,24819009920
2025-03-14,471820,셀로맥스사이언스,음식료·담배,KOSDAQ,5010,5180,4995,5140,26311,59850566060
2025-03-14,049180,셀루메드,제약,KOSDAQ,1445,1534,1401,1440,821572,74182904640
2025-03-14,299660,셀리드,일반서비스,KOSDAQ,3930,4130,3900,4110,170283,86733235470
2025-03-14,108860,셀바스AI,IT 서비스,KOSDAQ,12850,13190,12720,13100,291490,352583749000
2025-03-14,208370,셀바스헬스케어,의료·정밀기기,KOSDAQ,4380,4525,4380,4480,101412,115317726720
2025-03-14,318160,셀바이오휴먼텍,섬유·의류,KOSDAQ,4190,4235,4155,4200,30563,38895784200
2025-03-14,308430,셀비온,제약,KOSDAQ,19300,21425,19070,20600,1677744,263700785400
2025-03-14,068760,셀트리온제약,제약,KOSDAQ,52100,53700,52000,53400,199449,2221631545800
2025-03-14,068940,셀피글로벌,전기·전자,KOSDAQ,0,0,0,778,0,29766744466
2025-03-14,060230,소니드,화학,KOSDAQ,758,786,724,727,1439894,39984670669
2025-03-14,290690,소룩스,전기·전자,KOSDAQ,3620,4455,3575,4250,17689802,206119657750
2025-03-14,950200,소마젠,일반서비스,KOSDAQ,3780,3800,3740,3785,13553,72808460605
2025-03-14,032680,소프트센,IT 서비스,KOSDAQ,314,317,310,317,537521,33472272188
2025-03-14,032685,소프트센우,IT 서비스,KOSDAQ,7380,7380,7380,7380,1,2635707960
2025-03-14,258790,소프트캠프,IT 서비스,KOSDAQ,874,916,874,914,27896,22842033576
2025-03-14,066910,손오공,유통,KOSDAQ,719,747,716,726,101070,24527372034
2025-03-14,035610,솔본,일반서비스,KOSDAQ,3885,3940,3865,3935,19283,107606498195
2025-03-14,357780,솔브레인,화학,KOSDAQ,202000,214000,200000,210000,62848,1633498860000
2025-03-14,036830,솔브레인홀딩스,일반서비스,KOSDAQ,31000,32100,30650,31750,50188,665608778000
2025-03-14,304100,솔트룩스,IT 서비스,KOSDAQ,23600,25150,23550,24800,180561,300838086400
2025-03-14,328380,솔트웨어,IT 서비스,KOSDAQ,920,990,920,949,102781,32515376322
2025-03-14,086980,쇼박스,오락·문화,KOSDAQ,2980,3080,2975,3050,121443,191045900000
2025-03-14,050960,수산아이앤티,IT 서비스,KOSDAQ,15940,17100,15850,16960,64925,114496960000
2025-03-14,084180,수성웹툰,기계·장비,KOSDAQ,5550,5570,5350,5430,53226,97452269730
2025-03-14,253840,수젠텍,제약,KOSDAQ,5580,5660,5550,5590,111490,93594488000
2025-03-14,298830,슈어소프트테크,IT 서비스,KOSDAQ,4800,5230,4800,4905,1210232,258096494205
2025-03-14,236200,슈프리마,전기·전자,KOSDAQ,28200,28400,27550,27900,64567,200692316700
2025-03-14,094840,슈프리마에이치큐,전기·전자,KOSDAQ,6320,6520,6320,6470,21063,67752804800
2025-03-14,192440,슈피겐코리아,기타제조,KOSDAQ,25250,25300,24600,24600,3829,152922529800
2025-03-14,424960,스마트레이더시스템,의료·정밀기기,KOSDAQ,11350,12400,11320,11550,269817,181073277000
2025-03-14,099440,스맥,기계·장비,KOSDAQ,3255,3310,3230,3270,409481,131595898380
2025-03-14,276040,스코넥,IT 서비스,KOSDAQ,4345,4595,4215,4395,161593,55176913230
2025-03-14,159910,스킨앤스킨,화학,KOSDAQ,897,957,897,933,135725,33970621434
2025-03-14,060240,스타코링크,IT 서비스,KOSDAQ,0,0,0,540,0,17449656660
2025-03-14,115570,스타플렉스,화학,KOSDAQ,2455,2515,2445,2470,14266,19721734760
2025-03-14,330730,스톤브릿지벤처스,금융,KOSDAQ,3975,4010,3910,3990,57793,72421811700
2025-03-14,352090,스톰테크,화학,KOSDAQ,3320,3350,3285,3315,48812,89083988370
2025-03-14,253450,스튜디오드래곤,오락·문화,KOSDAQ,47450,48050,46300,46550,86727,1399223081900
2025-03-14,408900,스튜디오미르,오락·문화,KOSDAQ,3350,3885,3290,3650,12954330,119377389100
2025-03-14,204630,스튜디오산타클로스,오락·문화,KOSDAQ,0,0,0,4650,0,23668225650
2025-03-14,415380,스튜디오삼익,유통,KOSDAQ,8040,8040,7900,8000,3544,33803984000
2025-03-14,013810,스페코,기계·장비,KOSDAQ,3570,3570,3500,3540,121245,51880363800
2025-03-14,049830,승일,금속,KOSDAQ,7470,7580,7470,7570,229,46420087840
2025-03-14,020710,시공테크,일반서비스,KOSDAQ,3860,3930,3835,3930,25797,78788522100
2025-03-14,033170,시그네틱스,전기·전자,KOSDAQ,798,817,795,813,151688,69697123347
2025-03-14,048870,시너지이노베이션,의료·정밀기기,KOSDAQ,2650,2740,2650,2680,190436,221698033960
2025-03-14,025320,시노펙스,전기·전자,KOSDAQ,7140,7140,6820,6880,2622028,605382001600
2025-03-14,269620,시스웍,의료·정밀기기,KOSDAQ,0,0,0,889,0,132090012299
2025-03-14,056090,시지메드텍,의료·정밀기기,KOSDAQ,877,909,873,894,296177,92313578184
2025-03-14,429270,시지트로닉스,전기·전자,KOSDAQ,4235,4340,4180,4305,24743,19399406250
2025-03-14,418250,시큐레터,IT 서비스,KOSDAQ,0,0,0,6550,0,52279100100
2025-03-14,131090,시큐브,IT 서비스,KOSDAQ,841,850,835,850,28859,34000000000
2025-03-14,232830,시큐센,IT 서비스,KOSDAQ,2355,2375,2270,2320,74854,27161335040
2025-03-14,290520,신도기연,기계·장비,KOSDAQ,2160,2215,2145,2145,9744,34168481490
2025-03-14,001000,신라섬유,부동산,KOSDAQ,924,928,903,912,253924,22141116480
2025-03-14,025870,신라에스지,유통,KOSDAQ,5900,5980,5850,5920,3286,23680000000
2025-03-14,215600,신라젠,일반서비스,KOSDAQ,2470,2590,2425,2445,1363221,335862620625
2025-03-14,065350,신성델타테크,전기·전자,KOSDAQ,68000,70500,67800,69700,155801,1915631175600
2025-03-14,416180,신성에스티,운송장비·부품,KOSDAQ,33300,37250,33250,36150,131927,326787974700
2025-03-14,162300,신스틸,금속,KOSDAQ,2545,2755,2540,2590,2363786,107410879380
2025-03-14,290560,신시웨이,IT 서비스,KOSDAQ,6410,6490,5990,6260,19170,24276104720
2025-03-14,002800,신신제약,제약,KOSDAQ,5160,5270,5160,5230,20972,79341715000
2025-03-14,472220,신영스팩10호,금융,KOSDAQ,2110,2115,2105,2115,539,9919350000
2025-03-14,430220,신영스팩8호,금융,KOSDAQ,0,0,0,2110,0,14263600000
2025-03-14,445970,신영스팩9호,금융,KOSDAQ,2160,2175,2160,2160,2557,11577600000
2025-03-14,017000,신원종합개발,건설,KOSDAQ,3070,3070,3025,3050,26608,35587482350
2025-03-14,012790,신일제약,제약,KOSDAQ,6470,6490,6430,6490,11850,77791833350
2025-03-14,138070,신진에스엠,금속,KOSDAQ,2410,2465,2410,2455,24594,42970365820
2025-03-14,226330,신테카바이오,IT 서비스,KOSDAQ,6100,7360,6090,7050,1097662,107572248750
2025-03-14,418210,신한제10호스팩,금융,KOSDAQ,2105,2110,2105,2110,13732,7722600000
2025-03-14,452980,신한제11호스팩,금융,KOSDAQ,1996,1998,1994,1997,29654,37753285000
2025-03-14,474660,신한제12호스팩,금융,KOSDAQ,2060,2065,2055,2065,3803,11398800000
2025-03-14,474930,신한제13호스팩,금융,KOSDAQ,2100,2105,2100,2105,3082,7620100000
2025-03-14,487360,신한제14호스팩,금융,KOSDAQ,2000,2000,1994,1998,3301,11268720000
2025-03-14,487830,신한제15호스팩,금융,KOSDAQ,2010,2020,2010,2020,1171,8787000000
2025-03-14,056700,신화인터텍,화학,KOSDAQ,1556,1568,1553,1568,25035,45683822688
2025-03-14,187270,신화콘텍,전기·전자,KOSDAQ,3040,3040,3015,3015,19132,30583692675
2025-03-14,243840,신흥에스이씨,전기·전자,KOSDAQ,4705,4855,4680,4755,94768,185060011425
2025-03-14,257720,실리콘투,유통,KOSDAQ,26750,27100,26400,26800,821857,1639407134400
2025-03-14,222800,심텍,전기·전자,KOSDAQ,21000,21650,20200,21050,1153151,670529710150
2025-03-14,036710,심텍홀딩스,전기·전자,KOSDAQ,1479,1530,1457,1528,42770,74449170312
2025-03-14,160980,싸이맥스,기계·장비,KOSDAQ,10490,10770,10460,10760,56753,117544854680
2025-03-14,356890,싸이버원,IT 서비스,KOSDAQ,4245,4290,4150,4225,187365,50346473125
2025-03-14,217330,싸이토젠,일반서비스,KOSDAQ,4385,4385,4115,4265,48441,98647517955
2025-03-14,208640,썸에이지,IT 서비스,KOSDAQ,281,289,271,284,493483,39544232136
2025-03-14,222420,쎄노텍,비금속,KOSDAQ,938,938,877,881,118443,40050463511
2025-03-14,037760,쎄니트,금속,KOSDAQ,1417,1500,1400,1423,11175,48144246583
2025-03-14,099320,쎄트렉아이,운송장비·부품,KOSDAQ,55400,56300,54300,55800,95634,611081312400
2025-03-14,049960,쎌바이오텍,제약,KOSDAQ,13210,13400,13150,13170,8414,123798000000
2025-03-14,088280,쏘닉스,전기·전자,KOSDAQ,2720,2840,2650,2755,20749,47679379950
2025-03-14,050890,쏠리드,전기·전자,KOSDAQ,6960,7040,6910,7000,474111,427666617000
2025-03-14,394800,쓰리빌리언,의료·정밀기기,KOSDAQ,5850,5850,5610,5620,844651,178064136200
2025-03-14,177900,쓰리에이로직스,전기·전자,KOSDAQ,9230,9470,9090,9260,2321089,86736568000
2025-03-14,475400,씨메스,기계·장비,KOSDAQ,30750,31800,30600,31150,575098,361602594500
2025-03-14,109670,씨싸이트,섬유·의류,KOSDAQ,7090,7200,6950,7110,14719,41498240220
2025-03-14,066790,씨씨에스,오락·문화,KOSDAQ,1235,1256,1173,1226,1054283,79876399814
2025-03-14,222080,씨아이에스,기계·장비,KOSDAQ,7350,8230,7340,7960,2560570,615879838440
2025-03-14,352480,씨앤씨인터내셔널,화학,KOSDAQ,44550,44950,43450,43550,263025,436107130550
2025-03-14,264660,씨앤지하이테크,기계·장비,KOSDAQ,14420,14680,14360,14510,89774,139700770960
2025-03-14,352700,씨앤투스,섬유·의류,KOSDAQ,2555,2570,2535,2545,15113,69419707955
2025-03-14,458870,씨어스테크놀로지,의료·정밀기기,KOSDAQ,14400,14570,13950,13950,67217,175642776000
2025-03-14,297090,씨에스베어링,기계·장비,KOSDAQ,5150,5230,5110,5160,66545,140713200000
2025-03-14,900120,씨엑스아이,금융,KOSDAQ,55,56,54,55,1700399,16531781475
2025-03-14,359090,씨엔알리서치,일반서비스,KOSDAQ,1068,1088,1068,1085,28030,61547591735
2025-03-14,115530,씨엔플러스,전기·전자,KOSDAQ,350,360,346,351,128483,23855013000
2025-03-14,115480,씨유메디칼,의료·정밀기기,KOSDAQ,592,595,584,590,24426,35768489220
2025-03-14,340810,씨유박스,IT 서비스,KOSDAQ,3160,3360,3095,3135,9979,33224300505
2025-03-14,376290,씨유테크,전기·전자,KOSDAQ,3250,3395,3247,3290,12684,58093175000
2025-03-14,189330,씨이랩,IT 서비스,KOSDAQ,7070,7130,6920,7100,19048,43255216400
2025-03-14,096530,씨젠,제약,KOSDAQ,24600,25000,24400,24650,185652,1287370752100
2025-03-14,101240,씨큐브,화학,KOSDAQ,4195,4375,4175,4355,168551,45034824185
2025-03-14,060590,씨티씨바이오,제약,KOSDAQ,6840,7250,6840,7190,83434,173861533800
2025-03-14,260930,씨티케이,화학,KOSDAQ,4455,4500,4400,4425,32749,85586540175
2025-03-14,413630,씨피시스템,화학,KOSDAQ,1595,1619,1563,1608,17426,61422417768
2025-03-14,013990,아가방컴퍼니,유통,KOSDAQ,5240,5450,5220,5430,193596,178579320480
2025-03-14,123860,아나패스,전기·전자,KOSDAQ,19400,19400,19090,19340,30658,234466846100
2025-03-14,025980,아난티,일반서비스,KOSDAQ,5670,5950,5640,5830,768313,516709856740
2025-03-14,125210,아모그린텍,전기·전자,KOSDAQ,5750,5940,5750,5870,36616,96836157300
2025-03-14,357580,아모센스,전기·전자,KOSDAQ,6490,6510,6090,6400,11689,71809689600
2025-03-14,052710,아모텍,전기·전자,KOSDAQ,6970,7420,6930,7270,115805,106251842430
2025-03-14,074430,아미노로직스,제약,KOSDAQ,955,956,919,940,36206,82557233360
2025-03-14,092040,아미코젠,음식료·담배,KOSDAQ,3525,3525,3440,3505,150963,192839306235
2025-03-14,083930,아바코,기계·장비,KOSDAQ,15230,16670,15230,16240,311402,242183839520
2025-03-14,149950,아바텍,전기·전자,KOSDAQ,8890,9020,8820,8950,5446,139687125000
2025-03-14,036010,아비코전자,전기·전자,KOSDAQ,5560,5830,5560,5770,36015,76700229180
2025-03-14,050860,아세아텍,기계·장비,KOSDAQ,2015,2015,1998,2010,20207,45225000000
2025-03-14,136410,아셈스,화학,KOSDAQ,8060,8110,7970,8050,10648,88703803300
2025-03-14,246720,아스타,제약,KOSDAQ,5160,5270,5150,5270,6182,71499671000
2025-03-14,450950,아스테라시스,의료·정밀기기,KOSDAQ,8860,9190,8750,9000,264940,329621778000
2025-03-14,067390,아스트,운송장비·부품,KOSDAQ,763,769,712,730,1154315,262915032670
2025-03-14,159010,아스플로,기계·장비,KOSDAQ,4970,5310,4970,5050,73841,67340431950
2025-03-14,127710,아시아경제,IT 서비스,KOSDAQ,1221,1320,1221,1318,18169,46003580076
2025-03-14,154030,아시아종묘,농업 임업 및 어업,KOSDAQ,1772,1781,1759,1772,17416,21373628324
2025-03-14,227610,아우딘퓨쳐스,화학,KOSDAQ,916,934,891,905,27343,32203110035
2025-03-14,143160,아이디스,전기·전자,KOSDAQ,15740,15740,15360,15370,9055,164710914300
2025-03-14,054800,아이디스홀딩스,일반서비스,KOSDAQ,8840,8940,8800,8940,12134,92508938640
2025-03-14,332370,아이디피,전기·전자,KOSDAQ,4520,4620,4495,4600,24625,61059139600
2025-03-14,339950,아이비김영,일반서비스,KOSDAQ,1988,2040,1983,2020,105332,90792243100
