날짜,종목코드,종목명,업종명,시장구분,시가,고가,저가,종가,거래량,시가총액
2025-03-14,007460,에이프로젠,금속,KOSPI,723,759,723,749,2233576,233558180324
2025-03-14,003060,에이프로젠바이오로직스,제약,KOSPI,733,789,733,783,451482,155353342635
2025-03-14,244920,에이플러스에셋,기타금융,KOSPI,3995,4015,3960,4000,50187,90430772000
2025-03-14,278470,에이피알,화학,KOSPI,68200,68900,66900,67400,409695,2510080807000
2025-03-14,450080,에코프로머티,전기·전자,KOSPI,72600,73300,69700,71600,548647,4993281468800
2025-03-14,019490,엑시큐어하이트론,전기·전자,KOSPI,737,742,694,720,1128523,55031234400
2025-03-14,036570,엔씨소프트,IT 서비스,KOSPI,164200,167700,162700,164800,93325,3618022825600
2025-03-14,085310,엔케이,금속,KOSPI,918,932,900,911,247832,71859973342
2025-03-14,900140,엘브이엠씨홀딩스,유통,KOSPI,1684,1750,1670,1698,345615,291357121878
2025-03-14,066970,엘앤에프,전기·전자,KOSPI,76100,77000,72500,73400,384743,2664212571600
2025-03-14,097520,엠씨넥스,전기·전자,KOSPI,24350,24550,23750,24550,72616,441353320600
2025-03-14,484870,엠앤씨솔루션,기계·장비,KOSPI,82500,83900,78100,79000,108722,723158100000
2025-03-14,014440,영보화학,화학,KOSPI,4560,4675,4540,4595,29359,91900000000
2025-03-14,111770,영원무역,유통,KOSPI,46950,47400,46250,47250,41742,2093716863000
2025-03-14,009970,영원무역홀딩스,기타금융,KOSPI,92700,94100,92500,93600,12660,1276291411200
2025-03-14,003520,영진약품,제약,KOSPI,1991,2015,1990,1995,127636,364870998345
2025-03-14,000670,영풍,금속,KOSPI,476500,493000,476500,484500,7625,892468380000
2025-03-14,006740,영풍제지,종이·목재,KOSPI,990,1001,990,999,58678,55851310782
2025-03-14,012280,영화금속,운송장비·부품,KOSPI,837,837,820,830,52961,42881539150
2025-03-14,012160,영흥,금속,KOSPI,408,408,397,400,20850,40524148800
2025-03-14,015360,예스코홀딩스,일반서비스,KOSPI,48300,48700,48100,48100,3261,288600000000
2025-03-14,007310,오뚜기,음식료·담배,KOSPI,395500,395500,389500,394500,4276,1581088935000
2025-03-14,002630,오리엔트바이오,제약,KOSPI,1425,1536,1393,1506,4768197,178586005530
2025-03-14,271560,오리온,음식료·담배,KOSPI,108300,112200,107500,110400,197131,4364788972800
2025-03-14,001800,오리온홀딩스,기타금융,KOSPI,15070,15260,15000,15120,103416,947198780640
2025-03-14,005320,온타이드,유통,KOSPI,430,435,420,422,157518,28494377262
2025-03-14,011690,와이투솔루션,전기·전자,KOSPI,2220,2275,2215,2265,102487,82841002410
2025-03-14,316140,우리금융지주,기타금융,KOSPI,16000,16140,15910,16050,1353959,11918593591050
2025-03-14,006980,우성,음식료·담배,KOSPI,14260,14580,14220,14580,2150,45052200000
2025-03-14,017370,우신시스템,기계·장비,KOSPI,5940,6190,5940,6150,35124,112631432100
2025-03-14,105840,우진,의료·정밀기기,KOSPI,7730,7810,7630,7780,89001,158117716920
2025-03-14,010400,우진아이엔에스,건설,KOSPI,2920,2965,2915,2930,4110,22332460000
2025-03-14,049800,우진플라임,기계·장비,KOSPI,2010,2015,1999,2010,2346,40200000000
2025-03-14,016880,웅진,일반서비스,KOSPI,857,864,841,859,58058,68657361720
2025-03-14,095720,웅진씽크빅,일반서비스,KOSPI,1534,1568,1534,1546,20844,178572252810
2025-03-14,005820,원림,섬유·의류,KOSPI,14040,14190,13960,14000,24,32171580000
2025-03-14,010600,웰바이오텍,유통,KOSPI,0,0,0,545,0,49553256815
2025-03-14,008600,윌비스,유통,KOSPI,658,686,654,681,181951,45787742559
2025-03-14,033270,유나이티드제약,제약,KOSPI,18960,19390,18950,19080,13589,311649323760
2025-03-14,014830,유니드,화학,KOSPI,77800,79000,77600,78500,31569,531256600000
2025-03-14,446070,유니드비티플러스,종이·목재,KOSPI,3890,3890,3845,3845,9193,40800121675
2025-03-14,000910,유니온,비금속,KOSPI,5320,5430,5290,5360,222791,83678277840
2025-03-14,047400,유니온머티리얼,비금속,KOSPI,2110,2125,2085,2105,117127,88410000000
2025-03-14,011330,유니켐,섬유·의류,KOSPI,1303,1315,1285,1300,43059,126096317100
2025-03-14,077500,유니퀘스트,유통,KOSPI,6810,7000,6740,6900,409398,149040703800
2025-03-14,002920,유성기업,운송장비·부품,KOSPI,1839,1870,1832,1837,10338,47665557500
2025-03-14,000700,유수홀딩스,일반서비스,KOSPI,5490,5500,5440,5480,35718,142709129760
2025-03-14,003470,유안타증권,증권,KOSPI,2790,2790,2735,2775,189524,553880498400
2025-03-14,003475,유안타증권우,증권,KOSPI,3050,3065,3015,3040,37998,39253124480
2025-03-14,072130,유엔젤,IT 서비스,KOSPI,5770,5860,5230,5500,364379,72574997000
2025-03-14,000220,유유제약,제약,KOSPI,4415,4465,4365,4420,40986,75282991420
2025-03-14,000225,유유제약1우,제약,KOSPI,4825,4830,4740,4795,11070,10869929350
2025-03-14,000227,유유제약2우B,제약,KOSPI,9700,9700,9590,9590,77,3122120400
2025-03-14,001200,유진투자증권,증권,KOSPI,2560,2590,2545,2565,321850,248462362170
2025-03-14,000100,유한양행,제약,KOSPI,120100,126300,118500,124800,1010539,10010091187200
2025-03-14,000105,유한양행우,제약,KOSPI,105300,109600,105300,109500,7319,129312930000
2025-03-14,003460,유화증권,증권,KOSPI,2310,2330,2310,2330,85883,132116626950
2025-03-14,003465,유화증권우,증권,KOSPI,2350,2350,2240,2310,600,40370541750
2025-03-14,008730,율촌화학,화학,KOSPI,26800,27950,25850,25950,116304,643560000000
2025-03-14,008250,이건산업,종이·목재,KOSPI,5040,5140,5040,5090,24484,55748912150
2025-03-14,025820,이구산업,금속,KOSPI,4905,5000,4840,4950,1479958,165537900000
2025-03-14,214320,이노션,일반서비스,KOSPI,18400,18620,18400,18580,46054,743200000000
2025-03-14,088260,이리츠코크렙,부동산,KOSPI,4285,4285,4240,4280,15359,271102005200
2025-03-14,139480,이마트,유통,KOSPI,84600,85000,82900,84100,109910,2344356377900
2025-03-14,457190,이수스페셜티케미컬,화학,KOSPI,55600,60400,54600,55100,2733432,1664476228000
2025-03-14,007660,이수페타시스,전기·전자,KOSPI,39550,40700,39300,40300,837109,2548830685700
2025-03-14,005950,이수화학,화학,KOSPI,6280,6450,6260,6340,55616,144062165260
2025-03-14,015020,이스타코,부동산,KOSPI,1703,1850,1673,1827,1152914,78289873200
2025-03-14,093230,이아이디,유통,KOSPI,0,0,0,1392,0,354103029120
2025-03-14,074610,이엔플러스,기계·장비,KOSPI,779,781,748,777,352026,57012164433
2025-03-14,102460,이연제약,제약,KOSPI,11660,11830,11590,11780,14991,218952633580
2025-03-14,084680,이월드,기타제조,KOSPI,1326,1335,1311,1318,96135,186900562374
2025-03-14,350520,이지스레지던스리츠,부동산,KOSPI,4115,4150,4110,4125,8585,152073083250
2025-03-14,334890,이지스밸류리츠,부동산,KOSPI,4355,4570,4340,4420,91519,227380132980
2025-03-14,000760,이화산업,유통,KOSPI,10310,10480,10200,10360,203,29008000000
2025-03-14,014990,인디에프,섬유·의류,KOSPI,760,775,748,759,242331,57010763205
2025-03-14,101140,인바이오젠,유통,KOSPI,7130,7130,6860,6940,5675,69706859040
2025-03-14,006490,인스코비,통신,KOSPI,1400,1429,1364,1401,421583,167235966198
2025-03-14,023800,인지컨트롤스,운송장비·부품,KOSPI,5720,5860,5710,5860,14060,92641894420
2025-03-14,034590,인천도시가스,전기·가스,KOSPI,24600,24650,24550,24650,223,107837686100
2025-03-14,129260,인터지스,운송·창고,KOSPI,2475,2535,2465,2535,125073,75410860590
2025-03-14,023810,인팩,운송장비·부품,KOSPI,5650,5690,5630,5690,14314,56900000000
2025-03-14,249420,일동제약,제약,KOSPI,11370,11400,11220,11290,65900,316825636290
2025-03-14,000230,일동홀딩스,제약,KOSPI,6110,6170,6010,6140,14457,70858056000
2025-03-14,013360,일성건설,건설,KOSPI,3550,3840,3470,3810,1517749,205834792800
2025-03-14,003120,일성아이에스,제약,KOSPI,15390,15390,15240,15350,1803,204155000000
2025-03-14,003200,일신방직,섬유·의류,KOSPI,7940,7940,7870,7920,12403,181843200000
2025-03-14,007110,일신석재,유통,KOSPI,2055,2105,2020,2040,3279639,158011484400
2025-03-14,007570,일양약품,제약,KOSPI,10780,10980,10770,10800,19329,206125171200
2025-03-14,007575,일양약품우,제약,KOSPI,11990,11990,11350,11500,58,5118420000
2025-03-14,008500,일정실업,섬유·의류,KOSPI,11100,11100,10870,10880,1302,13056000000
2025-03-14,081000,일진다이아,화학,KOSPI,11400,11550,11380,11390,7290,161771885250
2025-03-14,020760,일진디스플,전기·전자,KOSPI,865,865,820,842,47310,43374569922
2025-03-14,103590,일진전기,전기·전자,KOSPI,27150,28075,26900,27900,416971,1330422381000
2025-03-14,271940,일진하이솔루스,운송장비·부품,KOSPI,14400,14590,14360,14420,41470,523636199800
2025-03-14,015860,일진홀딩스,기타금융,KOSPI,3635,3665,3630,3650,18136,180118312950
2025-03-14,226320,잇츠한불,화학,KOSPI,11000,11320,10900,11270,6818,247143380050
2025-03-14,317400,자이에스앤디,부동산,KOSPI,3265,3265,3160,3225,9577,125073627000
2025-03-14,033240,자화전자,전기·전자,KOSPI,13060,13320,12950,13270,48265,294008394900
2025-03-14,000950,전방,섬유·의류,KOSPI,19210,19570,19210,19520,421,32793600000
2025-03-14,079900,전진건설로봇,기계·장비,KOSPI,55600,55800,54100,55100,216346,804049229500
2025-03-14,348950,제이알글로벌리츠,부동산,KOSPI,2615,2625,2585,2600,203587,513177600000
2025-03-14,194370,제이에스코퍼레이션,섬유·의류,KOSPI,16330,16990,16100,16800,87978,229817532000
2025-03-14,025620,제이준코스메틱,화학,KOSPI,3690,3690,3650,3660,5724,16414536360
2025-03-14,030000,제일기획,일반서비스,KOSPI,17610,17680,17380,17680,172362,2033928858000
2025-03-14,271980,제일약품,제약,KOSPI,10590,10590,10420,10450,8371,153665912400
2025-03-14,001560,제일연마,비금속,KOSPI,8960,9190,8940,8990,4578,89001000000
2025-03-14,002620,제일파마홀딩스,일반서비스,KOSPI,7320,7530,7320,7400,640,118202827000
2025-03-14,006220,제주은행,은행,KOSPI,7760,7840,7760,7760,38130,249319286240
2025-03-14,089590,제주항공,운송·창고,KOSPI,7120,7120,7080,7080,89332,570938173800
2025-03-14,004910,조광페인트,화학,KOSPI,5810,5830,5710,5830,9003,74624000000
2025-03-14,004700,조광피혁,섬유·의류,KOSPI,52400,52700,51100,51500,3006,342430607000
2025-03-14,001550,조비,화학,KOSPI,10500,10500,10310,10440,6060,54206975160
2025-03-14,462520,조선내화,비금속,KOSPI,14580,14580,14330,14410,1014,170832970880
2025-03-14,120030,조선선재,금속,KOSPI,99100,99800,97900,98000,1724,123249798000
2025-03-14,018470,조일알미늄,금속,KOSPI,1645,1690,1645,1652,384348,209195603092
2025-03-14,002600,조흥,음식료·담배,KOSPI,163400,165400,162800,165400,4,99240000000
2025-03-14,185750,종근당,제약,KOSPI,78700,80000,78400,79300,23712,1094560454000
2025-03-14,063160,종근당바이오,제약,KOSPI,19980,20150,19910,19990,8163,109664380380
2025-03-14,001630,종근당홀딩스,제약,KOSPI,43300,43400,43100,43150,3334,216175502150
2025-03-14,109070,주성코퍼레이션,전기·전자,KOSPI,0,0,0,4100,0,216521943000
2025-03-14,044380,주연테크,전기·전자,KOSPI,341,345,340,342,31684,22710117384
2025-03-14,013890,지누스,기타제조,KOSPI,18000,18220,17700,17990,56112,400359822240
2025-03-14,013870,지엠비코리아,운송장비·부품,KOSPI,3680,3800,3680,3780,9815,72093218400
2025-03-14,071320,지역난방공사,전기·가스,KOSPI,49150,49600,48450,49200,9101,569674204800
2025-03-14,088790,진도,유통,KOSPI,1819,1826,1806,1823,11081,22692237312
2025-03-14,003780,진양산업,화학,KOSPI,8450,8820,8430,8740,93288,113620000000
2025-03-14,010640,진양폴리,화학,KOSPI,6000,6280,5930,6210,80369,62100000000
2025-03-14,100250,진양홀딩스,화학,KOSPI,3025,3030,3010,3030,9020,169362734760
2025-03-14,051630,진양화학,화학,KOSPI,4045,4200,4040,4160,127579,88192000000
2025-03-14,272450,진에어,운송·창고,KOSPI,9710,9710,9540,9610,132119,501642000000
2025-03-14,011000,진원생명과학,제약,KOSPI,2040,2095,2040,2080,115743,166481192800
2025-03-14,002780,진흥기업,건설,KOSPI,775,791,775,784,71389,114049848080
2025-03-14,002787,진흥기업2우B,건설,KOSPI,9320,9680,9320,9680,1975,2853741440
2025-03-14,002785,진흥기업우B,건설,KOSPI,3200,3200,3110,3110,149,2665947980
2025-03-14,009310,참엔지니어링,기계·장비,KOSPI,343,394,330,332,7398914,28175983108
2025-03-14,000650,천일고속,운송·창고,KOSPI,38200,38900,38200,38900,30,55596658000
2025-03-14,012600,청호ICT,기계·장비,KOSPI,0,0,0,2490,0,116119947330
2025-03-14,033250,체시스,운송장비·부품,KOSPI,1149,1158,1130,1156,181698,36992000000
2025-03-14,035720,카카오,IT 서비스,KOSPI,43100,44050,43100,43450,1723401,19279678840400
2025-03-14,323410,카카오뱅크,은행,KOSPI,23000,23250,22750,23000,294712,10970451151000
2025-03-14,377300,카카오페이,기타금융,KOSPI,30500,31350,30250,30650,226039,4127547258650
2025-03-14,006380,카프로,화학,KOSPI,0,0,0,3660,0,618539985360
2025-03-14,001620,케이비아이동국실업,운송장비·부품,KOSPI,490,490,482,490,60017,54533585190
2025-03-14,029460,케이씨,의료·정밀기기,KOSPI,18520,19200,18520,18900,10053,250070870700
2025-03-14,281820,케이씨텍,의료·정밀기기,KOSPI,36750,37900,36350,37500,113579,775887112500
2025-03-14,381970,케이카,유통,KOSPI,12810,13070,12750,13000,62963,626366949000
2025-03-14,145270,케이탑리츠,부동산,KOSPI,972,996,972,986,19426,47387923164
2025-03-14,417310,코람코더원리츠,부동산,KOSPI,4855,4930,4790,4885,41022,197354000000
2025-03-14,357120,코람코라이프인프라리츠,부동산,KOSPI,4345,4345,4270,4335,69587,421948759590
2025-03-14,007815,코리아써우,전기·전자,KOSPI,5650,5900,5640,5750,573,17046967500
2025-03-14,007810,코리아써키트,전기·전자,KOSPI,11570,11980,11430,11930,81434,281795559430
2025-03-14,00781K,코리아써키트2우B,전기·전자,KOSPI,5400,5400,5160,5200,1001,4075234800
2025-03-14,003690,코리안리,보험,KOSPI,8120,8150,8050,8060,243661,1570257509860
2025-03-14,192820,코스맥스,화학,KOSPI,185900,187700,180700,181400,71828,2058800932600
2025-03-14,044820,코스맥스비티아이,기타금융,KOSPI,9600,9600,9500,9560,2985,91813484760
2025-03-14,005070,코스모신소재,화학,KOSPI,48350,50200,47700,48250,405089,1568643977000
2025-03-14,005420,코스모화학,화학,KOSPI,19140,19390,18310,18940,161481,727451838320
2025-03-14,071950,코아스,기타제조,KOSPI,10080,10080,9900,10040,4169,33038828800
2025-03-14,002020,코오롱,기타금융,KOSPI,21800,26900,21800,24950,1151218,315029328700
2025-03-14,138490,코오롱ENP,화학,KOSPI,5990,6130,5990,6080,44085,231040000000
2025-03-14,003070,코오롱글로벌,건설,KOSPI,8850,9090,8850,9090,21360,172098361170
2025-03-14,003075,코오롱글로벌우,건설,KOSPI,15490,15490,15310,15450,931,11444386650
2025-03-14,450140,코오롱모빌리티그룹,유통,KOSPI,2675,2755,2630,2690,820369,168870802500
2025-03-14,45014K,코오롱모빌리티그룹우,유통,KOSPI,4520,4560,4450,4550,4759,11175346000
2025-03-14,002025,코오롱우,기타금융,KOSPI,14430,15750,14300,15330,83270,16501058700
2025-03-14,120110,코오롱인더,화학,KOSPI,31550,32050,31550,31700,54574,872355184700
2025-03-14,120115,코오롱인더우,화학,KOSPI,19490,19510,19410,19490,4426,53945591400
2025-03-14,021240,코웨이,일반서비스,KOSPI,83700,84400,81300,83500,135365,6059072707500
2025-03-14,036420,콘텐트리중앙,오락·문화,KOSPI,8650,8730,8380,8420,53782,162188633360
2025-03-14,024720,콜마홀딩스,기타금융,KOSPI,7020,7140,7000,7140,20661,244875289260
2025-03-14,031820,콤텍시스템,IT 서비스,KOSPI,597,612,597,602,168955,72872982532
2025-03-14,192400,쿠쿠홀딩스,기타금융,KOSPI,22300,22700,22200,22600,7734,803705381000
2025-03-14,284740,쿠쿠홈시스,일반서비스,KOSPI,21350,21550,21100,21500,19284,482402595000
2025-03-14,264900,크라운제과,음식료·담배,KOSPI,8040,8040,7900,7930,14772,99314130500
2025-03-14,26490K,크라운제과우,음식료·담배,KOSPI,9200,9230,9130,9210,912,7124487600
2025-03-14,005740,크라운해태홀딩스,기타금융,KOSPI,5350,5420,5340,5380,5731,79878726860
2025-03-14,005745,크라운해태홀딩스우,기타금융,KOSPI,7650,7650,7560,7560,54,4541488560
2025-03-14,259960,크래프톤,IT 서비스,KOSPI,357500,358500,351500,356000,77409,17055354444000
2025-03-14,020120,키다리스튜디오,IT 서비스,KOSPI,3480,3560,3470,3520,51550,130464456320
2025-03-14,039490,키움증권,증권,KOSPI,122300,122300,120200,120700,45603,3081073414200
2025-03-14,014580,태경비케이,비금속,KOSPI,4440,4525,4440,4515,35529,124537696500
2025-03-14,015890,태경산업,화학,KOSPI,4715,4800,4710,4770,26142,139421137500
2025-03-14,006890,태경케미컬,화학,KOSPI,11750,11810,11650,11760,20591,136416000000
2025-03-14,003240,태광산업,화학,KOSPI,760000,760000,747000,750000,884,835050000000
2025-03-14,011280,태림포장,종이·목재,KOSPI,2070,2110,2065,2110,85195,149400533400
2025-03-14,004100,태양금속,운송장비·부품,KOSPI,2700,2760,2700,2730,289006,100191000000
2025-03-14,004105,태양금속우,운송장비·부품,KOSPI,4250,4380,4250,4380,11670,14454000000
2025-03-14,009410,태영건설,건설,KOSPI,2475,2495,2410,2420,111110,711658010360
2025-03-14,009415,태영건설우,건설,KOSPI,5260,5260,5100,5250,1206,3412363500
2025-03-14,001420,태원물산,운송장비·부품,KOSPI,3500,3520,3445,3510,693,26676000000
2025-03-14,055490,테이팩스,화학,KOSPI,13780,13980,13710,13840,4553,66011956000
2025-03-14,078000,텔코웨어,IT 서비스,KOSPI,9050,9050,8990,9020,1025,83345494540
2025-03-14,214420,토니모리,화학,KOSPI,8770,8950,8620,8880,889519,213606615120
2025-03-14,019180,티에이치엔,전기·전자,KOSPI,3060,3070,3045,3070,65321,55260000000
2025-03-14,363280,티와이홀딩스,기타금융,KOSPI,2250,2255,2205,2215,86346,111700828620
2025-03-14,36328K,티와이홀딩스우,기타금융,KOSPI,3800,3800,3745,3770,1128,4686162780
2025-03-14,091810,티웨이항공,운송·창고,KOSPI,2410,2415,2375,2385,905459,513678857760
2025-03-14,004870,티웨이홀딩스,비금속,KOSPI,690,717,690,716,622762,81025061704
2025-03-14,034230,파라다이스,오락·문화,KOSPI,10230,10360,10100,10320,339262,947083149360
2025-03-14,005690,파미셀,제약,KOSPI,12700,12700,11470,12360,2083438,741809675040
2025-03-14,036580,팜스코,음식료·담배,KOSPI,2095,2125,2090,2125,8029,78046878875
2025-03-14,004720,팜젠사이언스,제약,KOSPI,4160,4195,4090,4175,23699,75990444200
2025-03-14,028670,팬오션,운송·창고,KOSPI,3740,3760,3605,3610,1993898,1929795938320
2025-03-14,010820,퍼스텍,금속,KOSPI,3725,3770,3670,3720,688653,181431609360
2025-03-14,016800,퍼시스,기타제조,KOSPI,42050,42500,41800,42300,671,486450000000
2025-03-14,001020,페이퍼코리아,종이·목재,KOSPI,694,700,690,694,29690,123520419222
2025-03-14,090080,평화산업,운송장비·부품,KOSPI,1192,1210,1174,1190,441846,65333688210
2025-03-14,010770,평화홀딩스,운송장비·부품,KOSPI,6600,7120,6580,7060,702758,103255789960
2025-03-14,022100,포스코DX,일반서비스,KOSPI,29100,30150,27550,27600,4577178,4196158520400
2025-03-14,058430,포스코스틸리온,금속,KOSPI,44150,47100,44050,44400,264254,266400000000
2025-03-14,047050,포스코인터내셔널,유통,KOSPI,57500,58800,55200,55700,1337074,9798899291600
2025-03-14,003670,포스코퓨처엠,전기·전자,KOSPI,140900,142400,135000,137400,352826,10643446428000
2025-03-14,017810,풀무원,음식료·담배,KOSPI,17370,17710,16760,17160,238500,654148500720
2025-03-14,103140,풍산,금속,KOSPI,64600,66400,63200,64700,324250,1813170786600
2025-03-14,005810,풍산홀딩스,기타금융,KOSPI,28500,28850,28150,28200,29168,406567634400
2025-03-14,950210,프레스티지바이오파마,일반서비스,KOSPI,13730,13810,13610,13720,36857,824519246600
2025-03-14,009810,플레이그램,유통,KOSPI,303,309,303,304,155571,46173800000
2025-03-14,086790,하나금융지주,기타금융,KOSPI,60500,61300,60000,60100,1107130,17263176888000
2025-03-14,293480,하나제약,제약,KOSPI,10350,10450,10350,10400,5843,184838638400
2025-03-14,039130,하나투어,일반서비스,KOSPI,56800,56900,56000,56000,51985,898194360000
2025-03-14,352820,하이브,오락·문화,KOSPI,231500,234000,225500,232000,194095,9663286504000
2025-03-14,071090,하이스틸,금속,KOSPI,4255,4950,4210,4385,21853491,88539600335
2025-03-14,000080,하이트진로,음식료·담배,KOSPI,19350,19360,19120,19270,90140,1351474683970
2025-03-14,000087,하이트진로2우B,음식료·담배,KOSPI,15220,15220,15140,15200,222,17178097600
2025-03-14,000140,하이트진로홀딩스,기타금융,KOSPI,8520,8570,8500,8530,5595,197953705450
2025-03-14,000145,하이트진로홀딩스우,기타금융,KOSPI,10180,10180,10180,10180,74,4792845800
2025-03-14,152550,한국ANKOR유전,기타금융,KOSPI,286,288,284,285,509655,19955700000
2025-03-14,036460,한국가스공사,전기·가스,KOSPI,37100,37800,36700,36750,756066,3392502750000
2025-03-14,005430,한국공항,운송·창고,KOSPI,50700,52400,50500,51500,5664,163067282500
2025-03-14,071050,한국금융지주,기타금융,KOSPI,74600,74600,73500,73800,98006,4112578209600
2025-03-14,071055,한국금융지주우,기타금융,KOSPI,55000,55000,54100,54800,11624,321032154800
2025-03-14,010040,한국내화,비금속,KOSPI,2150,2230,2150,2160,7622,88704853920
2025-03-14,025540,한국단자,전기·전자,KOSPI,67400,70700,67200,70500,79273,734257500000
2025-03-14,010100,한국무브넥스,운송장비·부품,KOSPI,4330,4760,4330,4680,728371,142507965600
2025-03-14,004090,한국석유,비금속,KOSPI,12720,12830,12640,12760,58294,161976971200
2025-03-14,002200,한국수출포장,종이·목재,KOSPI,2745,2760,2735,2745,11236,109800000000
2025-03-14,002960,한국쉘석유,화학,KOSPI,309500,310000,307500,308000,1387,400400000000
2025-03-14,000240,한국앤컴퍼니,기타금융,KOSPI,16190,16300,16000,16110,85512,1529406716400
2025-03-14,123890,한국자산신탁,기타금융,KOSPI,2480,2495,2475,2480,164537,307464824960
2025-03-14,015760,한국전력,전기·가스,KOSPI,22300,22650,22200,22250,990581,14283700713250
2025-03-14,006200,한국전자홀딩스,기타금융,KOSPI,692,706,687,706,19380,33043014016
2025-03-14,027970,한국제지,종이·목재,KOSPI,801,803,796,799,31611,151952411363
2025-03-14,023350,한국종합기술,일반서비스,KOSPI,5270,5490,5270,5470,41485,59896500000
2025-03-14,025890,한국주강,기계·장비,KOSPI,1747,1750,1735,1743,7594,19712038437
2025-03-14,000970,한국주철관,금속,KOSPI,6200,6280,6200,6240,14447,142275120000
2025-03-14,104700,한국철강,금속,KOSPI,8140,8140,7990,8000,14583,291600000000
2025-03-14,017960,한국카본,금속,KOSPI,15690,15890,15370,15630,349000,811329104760
2025-03-14,161890,한국콜마,화학,KOSPI,66700,67400,65700,66100,195793,1560295589700
2025-03-14,161390,한국타이어앤테크놀로지,화학,KOSPI,40550,40550,39900,40200,252909,4979777773800
2025-03-14,034830,한국토지신탁,기타금융,KOSPI,999,1005,999,1001,64962,252741719230
2025-03-14,007280,한국특강,금속,KOSPI,1756,1782,1737,1763,32058,107213867293
2025-03-14,168490,한국패러랠,기타금융,KOSPI,104,105,103,103,1666061,8242060000
2025-03-14,047810,한국항공우주,운송장비·부품,KOSPI,85000,87400,84100,85700,1237813,8353616669900
2025-03-14,123690,한국화장품,유통,KOSPI,6810,6890,6760,6780,31815,108941040000
2025-03-14,003350,한국화장품제조,화학,KOSPI,49250,50000,48600,49450,45108,224107400000
2025-03-14,011500,한농화성,화학,KOSPI,17700,18790,17690,17810,1333292,278495718020
2025-03-14,002390,한독,제약,KOSPI,11250,11540,11250,11430,22514,157317182190
2025-03-14,053690,한미글로벌,일반서비스,KOSPI,16780,16880,16550,16730,55322,183319811500
2025-03-14,042700,한미반도체,기계·장비,KOSPI,89700,90300,87600,87800,840905,8482731940200
2025-03-14,008930,한미사이언스,기타금융,KOSPI,27350,28100,27350,27950,64283,1911543822500
2025-03-14,128940,한미약품,제약,KOSPI,243000,247500,241000,245000,30415,3138692795000
2025-03-14,009240,한샘,유통,KOSPI,44350,44450,43400,43500,32323,1023725868000
2025-03-14,020000,한섬,섬유·의류,KOSPI,15710,15900,15630,15820,27507,354965157540
2025-03-14,003680,한성기업,음식료·담배,KOSPI,4825,4825,4790,4815,9467,29898814725
2025-03-14,105630,한세실업,섬유·의류,KOSPI,11920,12090,11830,12000,93645,480000000000
2025-03-14,069640,한세엠케이,유통,KOSPI,1132,1151,1123,1140,1596,34321412280
2025-03-14,016450,한세예스24홀딩스,섬유·의류,KOSPI,4055,4080,4015,4080,34627,163200000000
2025-03-14,010420,한솔PNS,유통,KOSPI,1173,1187,1146,1170,17895,23976824040
2025-03-14,009180,한솔로지스틱스,운송·창고,KOSPI,2335,2360,2300,2350,82574,66166188750
2025-03-14,213500,한솔제지,종이·목재,KOSPI,8800,8800,8590,8630,96207,205398970880
2025-03-14,014680,한솔케미칼,화학,KOSPI,131400,139400,131000,137500,135811,1558589312500
2025-03-14,004710,한솔테크닉스,전기·전자,KOSPI,4040,4160,4040,4145,48758,133095444310
2025-03-14,004150,한솔홀딩스,기타금융,KOSPI,2460,2475,2450,2470,8271,101335751400
2025-03-14,025750,한솔홈데코,종이·목재,KOSPI,840,870,830,870,359671,70091679630
2025-03-14,004960,한신공영,건설,KOSPI,6270,6300,6180,6280,40617,72664008560
2025-03-14,011700,한신기계,기계·장비,KOSPI,3065,3200,3065,3095,92641,100420837345
2025-03-14,001750,한양증권,증권,KOSPI,11700,11700,11510,11510,25079,146505426340
2025-03-14,001755,한양증권우,증권,KOSPI,12340,12440,12020,12160,2133,6384000000
2025-03-14,018880,한온시스템,기계·장비,KOSPI,4005,4050,3985,3995,735719,2711656395240
2025-03-14,009420,한올바이오파마,제약,KOSPI,34750,36050,34500,34800,262122,1817974202400
2025-03-14,014130,한익스프레스,운송·창고,KOSPI,3395,3460,3350,3435,5382,41220000000
2025-03-14,300720,한일시멘트,비금속,KOSPI,16850,16890,16210,16380,102980,1134504025200
2025-03-14,002220,한일철강,금속,KOSPI,1849,1879,1830,1855,9189,49523788300
2025-03-14,006390,한일현대시멘트,비금속,KOSPI,14820,15100,14530,14930,18008,288562142960
2025-03-14,003300,한일홀딩스,비금속,KOSPI,14090,14150,13980,14120,5412,435360322080
2025-03-14,051600,한전KPS,건설,KOSPI,43600,44150,43300,43500,98510,1957500000000
2025-03-14,052690,한전기술,일반서비스,KOSPI,63800,64500,63200,64000,52920,2446080000000
2025-03-14,130660,한전산업,일반서비스,KOSPI,10890,11160,10880,11080,141603,361208000000
2025-03-14,002320,한진,운송·창고,KOSPI,19400,19500,19390,19400,8960,289983983200
2025-03-14,003480,한진중공업홀딩스,전기·가스,KOSPI,3510,3545,3485,3525,26866,104092587300
2025-03-14,180640,한진칼,기타금융,KOSPI,85000,85000,80800,81100,46311,5414420826900
2025-03-14,18064K,한진칼우,기타금융,KOSPI,23600,24000,23400,23600,398,12667677600
2025-03-14,005110,한창,유통,KOSPI,0,0,0,1254,0,23332434378
2025-03-14,009460,한창제지,종이·목재,KOSPI,697,704,692,700,74196,41767240200
