종목코드,종목명,업종,RS,RS_1M,RS_2M,RS_3M,MTT,시가총액,테마명
095270,웨이브일렉트로,통신장비,75,88,84,82,0,65873526400,"5G(5세대 이동통신),통신장비,방위산업/전쟁 및 테러"
002380,케이씨씨,건축자재,74,54,81,78,0,2439336289500,"리모델링/인테리어,태양광에너지,페인트"
126880,제이엔케이글로벌,석유와가스,74,86,81,86,0,92471538455,"수소차(연료전지/부품/충전소 등),네옴시티"
014790,HL D&I,건설,74,62,64,48,0,84613973235,"GTX(수도권 광역급행철도),건설 중소형"
119830,아이텍,반도체와반도체장비,74,80,84,86,0,135036071100,"콜드체인(저온 유통),시스템반도체"
000590,CS홀딩스,철강,74,50,71,62,0,82314566600,지주사
122990,와이솔,핸드셋,74,88,91,81,0,178481387850,"휴대폰부품,5G(5세대 이동통신)"
095660,네오위즈,게임엔터테인먼트,74,85,86,74,0,479757111200,"게임,K-뉴딜지수(게임),K-뉴딜지수,모바일게임(스마트폰)"
036890,진성티이씨,기계,74,51,59,69,0,219202113000,"건설기계,수소차(연료전지/부품/충전소 등)"
182360,큐브엔터,방송과엔터테인먼트,74,87,86,55,94,244219295320,엔터테인먼트
003720,삼영,플라스틱제품 제조업,74,8,79,76,0,136510000000,
010420,한솔피엔에스,기타 전문 도매업,74,77,79,76,0,24632600424,
111110,호전실업,섬유/의류/신발/호화품,74,87,65,52,94,78194871680,패션/의류
067310,하나마이크론,반도체와반도체장비,74,87,87,93,0,893345872520,"반도체 재료/부품,시스템반도체,반도체 장비,SSD"
011500,한농화성,화학,74,80,86,81,0,259262156360,"2차전지,2차전지(소재/부품),2차전지(전고체)"
068270,셀트리온,제약,74,80,67,65,94,39973985817300,"K-뉴딜지수,코로나19(진단/치료제/백신 개발 등),K-뉴딜지수(바이오),바이오시밀러(복제 바이오의약품),코로나19(치료제/백신 개발 등)"
079000,와토스코리아,건축제품,74,76,62,32,0,38088000000,수자원(양적/질적 개선)
388790,라이콤,통신장비,74,14,7,9,0,75532673250,"기업인수목적회사(SPAC),5G(5세대 이동통신),2021 하반기 신규상장,통신장비"
151910,퓨처코어,핸드셋,74,66,53,46,0,121645902080,"휴대폰부품,카메라모듈/부품"
001260,남광토건,건설,74,46,43,33,0,77578993080,"남북경협,철도,건설 중소형,GTX(수도권 광역급행철도)"
051600,한전KPS,전기유틸리티,74,58,57,53,0,1941750000000,"원자력발전,원자력발전소 해체,전력설비"
058610,에스피지,전기제품,74,6,17,87,0,554434000000,"전기자전거,제습기,가상현실(VR),로봇(산업용/협동로봇 등),철도,공기청정기"
004140,동방,항공화물운송과물류,74,81,45,58,0,106497320520,"종합 물류,쿠팡(coupang)"
382900,범한퓨얼셀,전기장비,74,52,75,82,0,131853050000,"수소차(연료전지/부품/충전소 등),2022 상반기 신규상장"
012320,경동인베스트,비철금속,74,32,60,54,0,157274029500,"지주사,북한 광물자원개발"
178920,PI첨단소재,화학,73,19,47,79,0,528593796000,"OLED(유기 발광 다이오드),PCB(FPCB 등),2차전지,갤럭시 부품주,日 수출 규제(국산화 등),플렉서블 디스플레이,5G(5세대 이동통신),폴더블폰,2차전지(소재/부품)"
475150,SK이터닉스,건물 건설업,73,25,81,70,0,470868885900,
010280,아이티센엔텍,IT서비스,73,95,90,86,94,50991924438,"방위산업/전쟁 및 테러,클라우드 컴퓨팅,SI(시스템통합)"
004430,송원산업,화학,73,82,79,80,0,313680000000,日 수출 규제(국산화 등)
018120,진로발효,음료,73,64,48,57,0,112956307200,"주류업(주정, 에탄올 등)"
015360,예스코홀딩스,가스유틸리티,73,22,34,23,0,279600000000,"겨울,도시가스,지주사"
006360,GS건설,건설,73,29,65,34,0,1504522594200,"GTX(수도권 광역급행철도),원자력발전,수자원(양적/질적 개선),모듈러주택,건설 대표주"
377740,바이오노트,건강관리장비와용품,73,85,47,54,0,494971832800,"2022 하반기 신규상장,코로나19(진단/치료제/백신 개발 등),코로나19(진단키트)"
307180,아이엘사이언스,디스플레이장비및부품,73,58,74,68,0,78288987060,"기업인수목적회사(SPAC),LED,전기차(충전소/충전기),탈모 치료"
071200,인피니트헬스케어,건강관리기술,73,93,89,81,0,122958148320,"고령화 사회(노인복지),U-Healthcare(원격진료),4차산업 수혜주"
096770,SK이노베이션,석유와가스,73,40,46,63,0,18637691358400,"자원개발,2차전지(전고체),2차전지(LFP/리튬인산철),K-뉴딜지수(2차전지),윤활유,K-뉴딜지수,2차전지,전기차,전력저장장치(ESS),플렉서블 디스플레이,LPG(액화석유가스),폴더블폰,2차전지(생산),정유,폐배터리,석유화학"
056360,코위버,통신장비,73,49,13,77,0,55841760000,"5G(5세대 이동통신),양자암호,통신장비"
134380,미원화학,기타 화학제품 제조업,73,80,62,42,94,175721513200,
004800,효성,복합기업,73,71,72,66,94,801865495300,"지주사,삼성페이,풍력에너지"
140430,카티스,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,73,5,13,15,0,38070722467,
007310,오뚜기,식품,73,89,83,58,0,1709339495000,"음식료업종,환율하락 수혜"
101160,월덱스,반도체와반도체장비,73,87,87,85,0,334347608250,반도체 재료/부품
411080,샌즈랩,소프트웨어,73,13,79,82,0,121989104000,"보안주(정보),2023 상반기 신규상장"
003680,한성기업,식품,73,70,49,43,0,30023005025,"수산,구제역/광우병 수혜"
092730,네오팜,화장품,73,88,84,67,0,204677419530,"출산장려정책,엔젤산업,화장품,건강기능식품"
377450,리파인,상업서비스와공급품,73,9,22,15,0,195482400000,2021 하반기 신규상장
110990,디아이티,디스플레이장비및부품,73,9,71,90,0,293895000000,"수소차(연료전지/부품/충전소 등),LCD장비,2차전지(장비),2차전지,OLED(유기 발광 다이오드)"
284740,쿠쿠홈시스,가정용기기와용품,73,84,75,63,0,479036995500,"제습기,여름,공기청정기"
272290,이녹스첨단소재,디스플레이장비및부품,73,15,43,87,0,517828044800,"OLED(유기 발광 다이오드),폴더블폰,아이폰,반도체 재료/부품,갤럭시 부품주,日 수출 규제(국산화 등),PCB(FPCB 등)"
039490,키움증권,증권,73,90,78,72,0,3379735874400,"STO(증권형 토큰 발행),증권"
417310,코람코더원리츠,부동산,73,85,82,75,0,199980000000,"2022 상반기 신규상장,리츠(REITs)"
094360,칩스앤미디어,반도체와반도체장비,73,19,44,93,0,379397319280,"시스템반도체,자율주행차,메타버스(Metaverse),가상현실(VR)"
263020,디케이앤디,섬유/의류/신발/호화품,72,37,63,49,0,44514481170,마스크
024880,케이피에프,기계,72,43,60,78,0,87177993570,"로봇(산업용/협동로봇 등),풍력에너지,자동차부품"
121890,에스디시스템,전자부품 제조업,72,77,92,87,0,21027067572,
237690,에스티팜,제약,72,28,14,20,0,1527588910400,"제약업체,모더나(MODERNA),mRNA(메신저 리보핵산),코로나19(렘데시비르)"
226340,본느,화장품,72,66,53,69,0,61166628360,화장품
086890,이수앱지스,제약,72,88,85,80,0,194634088600,"코로나19(스푸트니크V),면역항암제,치매,바이오시밀러(복제 바이오의약품)"
014680,한솔케미칼,화학,72,93,94,90,0,1517782610500,"2차전지(소재/부품),3D 낸드(NAND),OLED(유기 발광 다이오드),2차전지"
468510,삼성스팩9호,금융 지원 서비스업,72,79,77,65,94,23647000000,
021050,서원,비철금속,72,60,73,73,0,59723034220,비철금속
052690,한전기술,전기유틸리티,72,17,48,82,0,2342886000000,"원자력발전,원자력발전소 해체,풍력에너지"
335890,비올,건강관리장비와용품,72,35,43,51,0,465016235000,"기업인수목적회사(SPAC),2019 하반기 신규상장,의료기기,미용기기"
246690,TS인베스트먼트,창업투자,72,17,92,82,0,50312646606,"크래프톤 관련주,두나무(Dunamu),4차산업 수혜주,가상화폐(비트코인 등),창투사,일자리(취업)"
043370,피에이치에이,자동차부품,72,90,77,75,0,233100000000,"자동차부품,리비안(RIVIAN)"
003470,유안타증권,증권,72,87,75,59,0,567852258720,증권
350520,이지스레지던스리츠,부동산,72,80,75,59,0,151888752240,"리츠(REITs),2020 하반기 신규상장"
006880,신송홀딩스,식품과기본식료품소매,72,54,74,72,0,82210563100,"지주사,음식료업종"
101170,우림피티에스,기계,72,29,48,76,0,72495000000,"풍력에너지,농업,셰일가스(Shale Gas),로봇(산업용/협동로봇 등),철도,북한 광물자원개발"
036200,유니셈,반도체와반도체장비,72,43,80,82,0,216489414380,"반도체 장비,핀테크(FinTech)"
309960,LB인베스트먼트,창업투자,72,91,88,80,0,87296818640,"창투사,2023 상반기 신규상장"
004090,한국석유공업,화학,72,55,33,31,0,162865559600,"남북경협,자전거,아스콘(아스팔트 콘크리트)"
038880,아이에이,자동차부품,72,29,59,93,0,93554572575,"자율주행차,시스템반도체,전기차,스마트카(SMART CAR),수소차(연료전지/부품/충전소 등)"
435620,하나금융25호스팩,창업투자,72,64,62,55,94,45472140000,"2022 하반기 신규상장,기업인수목적회사(SPAC)"
003780,진양산업,플라스틱제품 제조업,72,2,9,6,0,96460000000,
025540,한국단자공업,자동차부품,72,22,56,60,0,721759500000,"LED,자율주행차,자동차부품,전기차"
294570,쿠콘,IT서비스,72,38,80,76,0,183969048900,"전자결제(전자화폐),마이데이터,2021 상반기 신규상장"
377190,디앤디플랫폼리츠,부동산,72,84,78,77,0,291720000000,"2021 하반기 신규상장,리츠(REITs)"
092190,서울바이오시스,디스플레이장비및부품,72,20,55,70,0,154805792625,"2020 상반기 신규상장,LED"
052260,현대바이오랜드,화장품,71,38,46,63,0,134700000000,"고령화 사회(노인복지),치아 치료(임플란트 등),탈모 치료,화장품"
264900,크라운제과,식품,71,77,70,55,0,102695570000,"日제품 불매운동(수혜),음식료업종"
160980,싸이맥스,반도체와반도체장비,71,34,86,91,0,121149854870,"로봇(산업용/협동로봇 등),지능형로봇/인공지능(AI),반도체 장비"
224110,에이텍모빌리티,컴퓨터와주변기기,71,8,24,6,0,90139200000,"RFID(NFC 등),삼성페이"
105560,KB금융,은행,71,59,23,26,0,31993860789900,"지주사,카카오뱅크(kakao BANK),인터넷은행,은행,STO(증권형 토큰 발행)"
214390,경보제약,제약,71,7,9,58,0,134356553200,"제약업체,코로나19(나파모스타트)"
035810,이지홀딩스,식품,71,83,81,58,0,193483159650,"여름,스포츠행사 수혜(올림픽, 월드컵 등),지주사,육계,구제역/광우병 수혜,사료,아프리카 돼지열병(ASF)"
290650,엘앤씨바이오,건강관리장비와용품,71,76,23,78,0,494530623800,"화장품,의료기기"
035000,HS애드,광고,71,33,71,62,0,110007595760,광고
460470,아이빔테크놀로지,사진장비 및 광학기기 제조업,71,9,36,75,0,69161836450,
072990,에이치시티,기타 과학기술 서비스업,71,88,80,76,0,68501005400,
302550,리메드,건강관리장비와용품,71,13,20,11,0,95897190400,"2019 하반기 신규상장,치매,의료기기"
079960,동양이엔피,전기제품,71,81,80,70,0,157200000000,전기차(충전소/충전기)
007810,코리아써키트,전자장비와기기,71,20,94,92,0,293605934930,"PCB(FPCB 등),갤럭시 부품주"
267250,HD현대,석유와가스,71,55,23,38,0,6019273077000,지주사
101330,모베이스,자동차부품,71,76,83,80,0,71871525045,"갤럭시 부품주,휴대폰부품,스마트폰"
338100,NH프라임리츠,부동산,71,57,77,68,0,82850400000,"2019 하반기 신규상장,리츠(REITs)"
034950,한국기업평가,기타 사업지원 서비스업,71,71,42,48,0,401381437600,
192440,슈피겐코리아,핸드셋,71,72,78,87,0,152300893500,"화장품,아이폰,스마트폰"
068930,디지털대성,교육서비스,71,59,73,34,0,199539215820,교육/온라인 교육
363260,모비데이즈,광고,71,31,12,88,0,65453269915,"기업인수목적회사(SPAC),광고,2021 상반기 신규상장"
049630,재영솔루텍,핸드셋,71,51,71,61,0,56810916253,"자동차부품,휴대폰부품,카메라모듈/부품,남북경협"
034120,SBS,방송과엔터테인먼트,71,10,4,86,0,357667868640,"영상콘텐츠,스포츠행사 수혜(올림픽, 월드컵 등),미디어(방송/신문),메타버스(Metaverse)"
064960,SNT모티브,자동차부품,71,20,41,75,0,659525759200,"방위산업/전쟁 및 테러,자동차부품,수소차(연료전지/부품/충전소 등),전기차"
328130,루닛,건강관리기술,70,7,13,4,0,1571542008000,"의료기기,지능형로봇/인공지능(AI),2022 하반기 신규상장"
098660,에스티오,섬유/의류/신발/호화품,70,7,19,12,0,29439798480,패션/의류
002230,피에스텍,전기제품,70,69,53,42,0,75545624700,"스마트그리드(지능형전력망),스마트홈(홈네트워크),전기차,자동차부품"
323350,다원넥스뷰,사진장비 및 광학기기 제조업,70,15,87,91,0,52790987480,
333620,엔시스,전자장비와기기,70,56,70,67,0,87828782080,"2차전지(장비),2021 상반기 신규상장,2차전지"
452200,민테크,측정/ 시험/ 항해/ 제어 및 기타 정밀기기 제조업; 광학기기 제외,70,26,20,18,0,93968152000,
066620,국보디자인,건설,70,37,24,30,0,123975000000,"리모델링/인테리어,테마파크"
397030,에이프릴바이오,제약,70,11,48,29,0,343362685920,2022 하반기 신규상장
086790,하나금융지주,은행,70,69,76,60,94,17866382736000,"은행,토스(toss),STO(증권형 토큰 발행),지주사"
439250,삼성스팩7호,창업투자,70,64,61,55,94,36946100000,"기업인수목적회사(SPAC),2022 하반기 신규상장"
131100,티엔엔터테인먼트,방송과엔터테인먼트,70,87,91,80,0,45971085028,"전기차,2차전지(소재/부품),2차전지"
011560,세보엠이씨,건물설비 설치 공사업,70,66,45,13,0,108353700000,
006910,보성파워텍,전기장비,70,22,51,71,0,134615717760,"원자력발전,전기차,전력설비"
100120,뷰웍스,건강관리장비와용품,70,90,87,80,0,236925000000,"고령화 사회(노인복지),U-Healthcare(원격진료),의료기기,골프"
090430,아모레퍼시픽,화장품,70,30,36,37,0,6369861455100,"마이크로바이옴,화장품"
073110,엘엠에스,디스플레이장비및부품,70,30,45,53,0,55509511200,"그래핀,LCD 부품/소재,메타버스(Metaverse),스마트폰,태블릿PC"
448740,삼성스팩8호,창업투자,70,69,64,57,0,47992560000,"기업인수목적회사(SPAC),2023 상반기 신규상장"
105840,우진,기계,70,36,76,80,0,151614160440,"원자력발전,원자력발전소 해체"
049550,잉크테크,컴퓨터와주변기기,70,60,70,58,0,73523538750,"사물인터넷,전자파"
084690,대상홀딩스,식품,70,56,83,61,0,411374431680,"지주사,건강기능식품"
222980,한국맥널티,식품,70,11,84,75,0,42581524380,음식료업종
120030,조선선재,기타 금속 가공제품 제조업,70,77,62,66,0,124884744300,
018250,애경산업,화장품,70,89,83,57,0,373964679600,"화장품,마스크"
001820,삼화콘덴서공업,전기제품,70,32,49,67,0,297297000000,"전기차,전력저장장치(ESS),스마트그리드(지능형전력망),핵융합에너지,MLCC(적층세라믹콘덴서)"
126720,수산인더스트리,에너지장비및서비스,70,35,58,59,0,289291500000,"2022 하반기 신규상장,태양광에너지,원자력발전"
078520,에이블씨엔씨,화장품,70,54,44,33,0,178977427680,화장품
101240,씨큐브,화학,69,90,76,72,0,44517776835,"페라이트,화장품"
004590,한국가구,기타 상품 전문 소매업,69,64,72,54,0,63075000000,
037760,쎄니트,비철금속,69,83,59,31,0,49497563423,"영화,비철금속,시멘트/레미콘"
087600,픽셀플러스,반도체와반도체장비,69,58,87,87,0,60759191520,"보안주(물리),카메라모듈/부품"
003480,한진중공업홀딩스,가스유틸리티,69,76,48,40,0,104683183540,지주사
052420,오성첨단소재,디스플레이장비및부품,69,24,28,35,0,125683337568,"LCD 부품/소재,마리화나(대마)"
003300,한일홀딩스,건축자재,69,72,47,34,0,431660376000,지주사
054950,제이브이엠,일반 목적용 기계 제조업,69,79,84,81,0,271418075400,
005810,풍산홀딩스,비철금속,69,82,78,75,0,414497145000,"방위산업/전쟁 및 테러,비철금속,지주사"
462870,시프트업,소프트웨어 개발 및 공급업,69,27,44,62,0,3424248064000,
128660,피제이메탈,비철금속,69,76,71,67,0,79494797645,"비철금속,북한 광물자원개발"
035890,서희건설,건설,69,44,24,22,0,341725175559,"건설 중소형,DMZ 평화공원"
010060,OCI홀딩스,화학,69,27,44,85,0,1433696675400,"태양광에너지,지주사"
017670,SK텔레콤,무선통신서비스,69,52,63,43,0,12092679983900,"RFID(NFC 등),메타버스(Metaverse),백신여권,UAM(도심항공모빌리티),통신,자율주행차,양자암호,5G(5세대 이동통신),스마트홈(홈네트워크),블록체인,4차산업 수혜주,모바일콘텐츠(스마트폰/태블릿PC),클라우드 컴퓨팅"
007160,사조산업,식품,69,50,47,29,0,169750000000,"구제역/광우병 수혜,수산"
071050,한국금융지주,증권,69,39,62,49,0,4251893189600,"인터넷은행,지주사,증권,STO(증권형 토큰 발행),카카오뱅크(kakao BANK)"
251120,바이오에프디엔씨,생물공학,69,64,50,42,0,119305004000,2022 상반기 신규상장
442900,미래에셋드림스팩1호,창업투자,69,64,63,56,0,78259200000,"기업인수목적회사(SPAC),2023 상반기 신규상장"
204270,제이앤티씨,핸드셋,69,0,6,10,0,946979388420,"갤럭시 부품주,휴대폰부품,2020 상반기 신규상장,스마트폰"
153460,네이블,소프트웨어,69,58,77,43,94,45514197580,모바일솔루션(스마트폰)
009180,한솔로지스틱스,항공화물운송과물류,69,79,79,73,0,65180734875,종합 물류
024740,한일단조,자동차부품,69,92,84,72,0,76979094660,"자동차부품,전기차,방위산업/전쟁 및 테러"
381970,케이카,전문소매,69,76,53,67,0,642267033090,"2021 하반기 신규상장,렌터카"
142280,녹십자엠에스,건강관리장비와용품,69,86,39,75,0,84902221030,"엠폭스(원숭이두창),코로나19(진단/치료제/백신 개발 등),마스크,코로나19(진단키트)"
153710,옵티팜,제약,68,76,73,79,0,80538069420,"코로나19(진단/치료제/백신 개발 등),코로나19(치료제/백신 개발 등),백신/진단시약/방역(신종플루, AI 등),아프리카 돼지열병(ASF)"
182400,엔케이맥스,생명과학도구및서비스,68,66,53,46,0,172748038620,"백신/진단시약/방역(신종플루, AI 등),건강기능식품,면역항암제"
353200,대덕전자,전자장비와기기,68,32,88,86,0,919154805000,"갤럭시 부품주,PCB(FPCB 등),스마트폰,5G(5세대 이동통신)"
032280,삼일,항공화물운송과물류,68,27,3,3,0,31892131530,종합 물류
038500,삼표시멘트,건축자재,68,51,60,58,0,332921804010,시멘트/레미콘
004910,조광페인트,건축자재,68,45,28,68,0,73600000000,"2차전지(소재/부품),2차전지,페인트"
005670,푸드웰,식품,68,6,46,31,0,49800000000,음식료업종
068790,DMS,디스플레이장비및부품,68,55,79,75,0,151838488590,"플렉서블 디스플레이,방위산업/전쟁 및 테러,풍력에너지,LCD장비,OLED(유기 발광 다이오드)"
035080,그래디언트,인터넷과카탈로그소매,68,87,84,54,0,186959094660,"야놀자(Yanolja),소매유통,지주사,여행"
104700,한국철강,철강,68,78,67,13,0,293787000000,철강 주요종목
007370,진양제약,제약,68,50,31,40,0,78007356000,"메르스 코로나 바이러스,치매,제약업체"
039010,현대에이치티,통신장비,68,77,70,58,0,55286250000,"LED,스마트홈(홈네트워크),보안주(물리),음성인식"
070300,엑스큐어,핸드셋,68,6,2,9,0,24374521510,RFID(NFC 등)
008700,아남전자,영상 및 음향기기 제조업,68,8,89,84,0,119389221360,
017250,인터엠,영상 및 음향기기 제조업,68,72,60,77,0,23634059441,
192080,더블유게임즈,게임엔터테인먼트,68,75,60,28,0,1085543253000,"게임,K-뉴딜지수,모바일게임(스마트폰),K-뉴딜지수(게임)"
036170,클라우드에어,디스플레이장비및부품,68,36,57,43,0,52528975856,"온실가스(탄소배출권),자동차부품,가상화폐(비트코인 등),LED,핀테크(FinTech)"
263750,펄어비스,게임엔터테인먼트,68,36,77,17,0,2007745468750,"모바일게임(스마트폰),K-뉴딜지수,게임,메타버스(Metaverse),K-뉴딜지수(게임)"
019590,엠벤처투자,창업투자,68,66,53,46,0,104963185182,창투사
122640,예스티,반도체와반도체장비,68,16,23,93,0,261207747840,"LCD장비,LED장비,OLED(유기 발광 다이오드),반도체 장비"
077500,유니퀘스트,반도체와반도체장비,68,8,13,89,0,130464616080,"자율주행차,4차산업 수혜주,바이오인식(생체인식)"
376290,씨유테크,핸드셋,68,43,74,73,0,56504000000,"스마트폰,갤럭시 부품주,2021 하반기 신규상장"
032640,LG유플러스,무선통신서비스,68,75,69,40,94,4693572130750,"양자암호,메타버스(Metaverse),사물인터넷,4차산업 수혜주,전자결제(전자화폐),UAM(도심항공모빌리티),5G(5세대 이동통신),통신,스마트홈(홈네트워크),핀테크(FinTech),전기차(충전소/충전기)"
002900,TYM,기계,68,17,37,35,0,209261690620,"농업,우크라이나 재건"
024090,디씨엠,1차 철강 제조업,68,72,66,48,0,133038000000,
016380,KG스틸,철강,68,88,81,77,0,653058097410,철강 주요종목
066130,하츠,가정용기기와용품,67,47,53,33,0,68736000000,"리모델링/인테리어,황사/미세먼지"
434480,모니터랩,소프트웨어,67,15,65,87,0,52076525000,"2023 상반기 신규상장,보안주(정보)"
092780,동양피스톤,자동차부품,67,59,46,38,0,60114019900,"자동차부품,수소차(연료전지/부품/충전소 등)"
020180,대신정보통신,IT서비스,67,38,56,54,0,40849936645,"SI(시스템통합),토스(toss)"
007210,벽산,건축자재,67,74,85,74,0,145254000000,"페인트,리모델링/인테리어"
003460,유화증권,증권,67,85,73,55,94,131266090725,증권
306620,네온테크,반도체와반도체장비,67,14,10,62,0,103661332335,"LED장비,기업인수목적회사(SPAC),MLCC(적층세라믹콘덴서),UAM(도심항공모빌리티),드론(Drone),반도체 장비"
045390,대아티아이,IT서비스,67,29,38,56,0,216000900505,"GTX(수도권 광역급행철도),철도"
012750,에스원,상업서비스와공급품,67,55,50,38,0,2329349611400,"보안주(물리),스마트홈(홈네트워크),MVNO(가상이동통신망사업자)"
107640,한중엔시에스,전동기/ 발전기 및 전기 변환 · 공급 · 제어 장치 제조업,67,4,5,51,0,202897990400,
170920,엘티씨,디스플레이장비및부품,67,44,78,88,0,103739365400,"수소차(연료전지/부품/충전소 등),반도체 재료/부품,LCD 부품/소재"
452980,신한제11호스팩,금융 지원 서비스업,67,71,65,57,94,37772190000,
001800,오리온홀딩스,식품,67,70,75,38,94,989171213380,지주사
027830,대성창투,창업투자,67,43,38,35,0,95850000000,"블록체인,두나무(Dunamu),4차산업 수혜주,일자리(취업),창투사,크래프톤 관련주,메타버스(Metaverse)"
045100,한양이엔지,건설,67,45,55,54,0,300240000000,"우주항공산업,LCD장비,반도체 장비,3D 낸드(NAND),원자력발전"
003540,대신증권,증권,67,73,75,62,94,875841150000,증권
456070,이엔셀,기초 의약물질 제조업,67,15,10,70,0,174999126250,
092130,이크레더블,상업서비스와공급품,67,78,70,51,94,162468164000,소모성자재구매대행(MRO)
200470,에이팩트,반도체와반도체장비,67,23,26,88,0,115436703425,반도체 장비
005610,SPC삼립,식품,67,92,77,73,0,459063278800,"겨울,음식료업종"
080010,이상네트웍스,다각화된소비자서비스,67,62,69,60,0,53404435530,"소모성자재구매대행(MRO),니켈"
004080,신흥,건강관리장비와용품,67,73,61,57,0,138890000000,"치아 치료(임플란트 등),고령화 사회(노인복지),의료기기"
451700,엔에이치스팩29호,창업투자,66,71,64,57,94,29130500000,"기업인수목적회사(SPAC),2023 상반기 신규상장"
000910,유니온,건축자재,66,17,43,52,0,80712070230,"희귀금속(희토류 등),요소수,시멘트/레미콘"
011690,와이투솔루션,디스플레이장비및부품,66,10,91,75,0,85035466050,"전기차(충전소/충전기),LED,OLED(유기 발광 다이오드),스마트홈(홈네트워크)"
011780,금호석유화학,화학,66,32,91,81,0,3162611715900,"타이어,탄소나노튜브(CNT),석유화학"
253590,네오셈,반도체와반도체장비,66,17,82,82,0,490018561880,"반도체 장비,SSD"
010580,에스엠벡셀,자동차부품,66,77,17,83,0,135838398960,자동차부품
065370,위세아이텍,소프트웨어,66,85,93,23,0,52056875700,"2020 상반기 신규상장,모바일솔루션(스마트폰),지능형로봇/인공지능(AI),메타버스(Metaverse)"
109080,옵티시스,통신장비,66,30,33,77,0,48075080000,"철도,메타버스(Metaverse)"
009410,태영건설,건설,66,95,94,87,0,945446488970,"폐기물처리,건설 중소형,수자원(양적/질적 개선),GTX(수도권 광역급행철도)"
041960,코미팜,제약,66,50,78,66,0,291316711125,"아프리카 돼지열병(ASF),코로나19(진단/치료제/백신 개발 등),코로나19(치료제/백신 개발 등),백신/진단시약/방역(신종플루, AI 등)"
005720,넥센,자동차부품,66,82,67,35,0,241751056155,"지주사,타이어"
487570,HS효성,기타 금융업,66,78,76,66,0,120161145750,
038460,바이오스마트,전자장비와기기,66,52,34,43,0,80063180280,"화장품,코로나19(진단/치료제/백신 개발 등),치매,코로나19(진단키트)"
011300,성안머티리얼스,섬유/의류/신발/호화품,66,7,3,91,0,80798334300,화학섬유
006090,사조오양,식품,66,41,68,56,0,79339462380,"수산,구제역/광우병 수혜"
005680,삼영전자공업,전자부품 제조업,66,41,64,43,0,198400000000,
012800,대창,비철금속,66,70,71,42,0,124953624129,"비철금속,그래핀"
053290,NE능률,교육서비스,66,91,87,79,0,74120486895,교육/온라인 교육
000700,유수홀딩스,항공화물운송과물류,66,76,65,59,0,143229966000,"지주사,블록체인"
072710,농심홀딩스,식품,66,78,75,58,0,309804372000,지주사
472850,폰드그룹,봉제의복 제조업,66,72,74,76,0,191152644030,
264850,이랜시스,전자장비와기기,65,25,28,86,0,158743766880,"보안주(물리),지능형로봇/인공지능(AI),기업인수목적회사(SPAC)"
039340,한국경제TV,방송과엔터테인먼트,65,90,69,42,0,137540000000,미디어(방송/신문)
252990,샘씨엔에스,반도체와반도체장비,65,45,76,85,0,293108076260,"2021 상반기 신규상장,반도체 재료/부품"
004770,써니전자,전자부품 제조업,65,55,62,5,0,80012287120,
400760,NH올원리츠,부동산,65,79,73,56,0,155594841840,"2021 하반기 신규상장,리츠(REITs)"
145170,노브랜드,편조의복 제조업,65,41,19,5,0,105677531250,
331380,포커스에이치엔에스,전자장비와기기,65,5,24,20,0,41201244476,"CCTV＆DVR,기업인수목적회사(SPAC),2019 하반기 신규상장,보안주(물리)"
059100,아이컴포넌트,디스플레이장비및부품,65,73,41,71,0,36414929000,"플렉서블 디스플레이,OLED(유기 발광 다이오드)"
064090,인크레더블버즈,판매업체,65,98,72,13,0,142761678150,화장품
053450,세코닉스,전자장비와기기,65,7,74,83,0,92307090720,"카메라모듈/부품,휴대폰부품,가상현실(VR),스마트카(SMART CAR),자율주행차,증강현실(AR),갤럭시 부품주"
252500,세화피앤씨,화장품,65,69,46,41,0,35138972330,화장품
013520,화승코퍼레이션,자동차부품,65,91,82,76,0,87539639748,자동차부품
226320,잇츠한불,화장품,65,41,35,52,0,242757517050,화장품
055550,신한지주,은행,65,57,35,28,0,24064686535000,"STO(증권형 토큰 발행),은행,지주사"
006890,태경케미컬,화학,65,53,71,67,0,136300000000,"여름,쿠팡(coupang),콜드체인(저온 유통),마켓컬리(kurly)"
139130,DGB금융지주,은행,65,36,66,53,0,1499199425330,"은행,지주사"
310870,디와이씨,자동차부품,65,29,24,39,0,30699910164,"자동차부품,기업인수목적회사(SPAC)"
054940,엑사이엔씨,반도체와반도체장비,65,81,71,63,0,25046028740,"그래핀,사물인터넷,휴대폰부품,탄소나노튜브(CNT)"
089860,롯데렌탈,도로와철도운송,65,76,71,21,0,1076573354200,"렌터카,2021 하반기 신규상장"
465770,STX그린로지스,해상 운송업,65,46,20,60,0,60308379120,
124500,아이티센,비철금속,65,76,93,77,0,149901244420,SI(시스템통합)
023530,롯데쇼핑,백화점과일반상점,65,84,89,78,0,1850084577000,"백화점,홈쇼핑,영화,소매유통"
003830,대한화섬,화학,65,84,75,53,0,149400000000,화학섬유
334890,이지스밸류플러스리츠,부동산,64,83,70,60,0,232524479880,"2020 하반기 신규상장,리츠(REITs)"
034810,해성산업,종이와목재,64,83,83,78,0,214875256200,"제지,지주사"
020560,아시아나항공,항공사,64,54,50,63,0,2185561443710,"항공/저가 항공사(LCC),환율하락 수혜"
030210,다올투자증권,증권,64,92,72,81,0,187301650950,"증권,토스(toss)"
