종목코드,종목명,업종,RS,RS_1M,RS_2M,RS_3M,MTT,시가총액,테마명
015710,코콤,통신장비,42,20,17,20,0,69333127500,"음성인식,스마트홈(홈네트워크),스마트그리드(지능형전력망),사물인터넷,방위산업/전쟁 및 테러,CCTV＆DVR,드론(Drone)"
108320,LX세미콘,디스플레이장비및부품,42,21,36,70,0,953087980000,"OLED(유기 발광 다이오드),태블릿PC,시스템반도체,LCD 부품/소재,아이폰"
111710,남화산업,호텔/레스토랑/레저,42,38,25,25,0,102528240000,골프
211270,AP위성,통신장비,42,15,28,35,0,184758224000,"우주항공산업,통신장비"
009320,아진전자부품,자동차부품,42,54,47,39,0,49644868390,"자동차부품,수소차(연료전지/부품/충전소 등)"
046310,백금T&A,전자장비와기기,42,18,34,54,0,36941942250,차량용블랙박스
128540,에코캡,자동차부품,42,94,80,76,0,43505449800,"자동차부품,리비안(RIVIAN)"
323410,카카오뱅크,은행,42,44,78,35,0,10946602344150,"인터넷은행,카카오뱅크(kakao BANK),2021 하반기 신규상장,은행"
161390,한국타이어앤테크놀로지,자동차부품,42,88,64,65,0,5165590377300,타이어
243070,휴온스,제약,42,80,68,71,0,315065189500,"보톡스(보툴리눔톡신),코로나19(덱사메타손),건강기능식품,코로나19(진단/치료제/백신 개발 등),제약업체,코로나19(진단키트)"
007700,F&F 홀딩스,섬유/의류/신발/호화품,42,63,69,55,0,488929587500,"지주사,패션/의류"
004960,한신공영,건설,42,50,47,24,0,72664008560,"모듈러주택,건설 중소형"
000370,한화손해보험,손해보험,42,57,48,35,0,478629551500,손해보험
321260,프로이천,디스플레이장비및부품,42,35,70,71,0,62586426480,"기업인수목적회사(SPAC),반도체 장비,2019 상반기 신규상장,OLED(유기 발광 다이오드)"
023000,삼원강재,자동차부품,42,69,47,51,0,94000000000,자동차부품
000210,DL,화학,42,58,79,58,0,707261085000,"GTX(수도권 광역급행철도),건설 대표주,지주사,원자력발전"
140520,대창스틸,철강,41,75,45,44,0,43062855720,"DMZ 평화공원,원자력발전,재난/안전(지진 등),전기차"
017370,우신시스템,자동차부품,41,88,67,58,0,112265151020,"전기차,리비안(RIVIAN),자동차부품"
461030,아이엠비디엑스,자연과학 및 공학 연구개발업,41,5,31,19,0,135551642500,
198440,강동씨앤엘,건축자재,41,28,13,61,0,75068095872,"시멘트/레미콘,아프리카 돼지열병(ASF)"
078020,LS증권,증권,41,25,49,26,0,203893373250,증권
241690,유니테크노,자동차부품,41,83,40,62,0,75369774480,자동차부품
347740,피엔케이피부임상연구센타,생명과학도구및서비스,41,31,64,62,0,65723161440,"2020 하반기 신규상장,화장품"
005880,대한해운,해운사,41,43,30,33,0,535778196600,"해운,LNG(액화천연가스),환율하락 수혜"
441270,파인엠텍,핸드셋,41,20,35,80,0,196035875300,"휴대폰부품,폴더블폰"
101000,KS인더스트리,조선,41,47,57,12,0,63746032480,조선기자재
013810,스페코,에너지장비및서비스,41,29,29,24,0,50048430050,"남북경협,방위산업/전쟁 및 테러,풍력에너지,우크라이나 재건,아스콘(아스팔트 콘크리트)"
020000,한섬,섬유/의류/신발/호화품,41,61,79,41,0,354516402600,패션/의류
024800,유성티엔에스,도로와철도운송,41,53,50,38,0,68990473944,"종합 물류,편의점"
021320,KCC건설,건설,41,59,47,33,0,84744000000,건설 중소형
002680,한탑,식품,41,90,80,72,0,25627221607,"음식료업종,사료,환율하락 수혜"
002760,보락,기타 화학제품 제조업,41,40,30,31,0,62715300000,
001540,안국약품,제약,41,79,53,41,0,86340820400,"황사/미세먼지,제약업체,면역항암제"
060380,동양에스텍,철강,41,88,44,58,0,27580000000,"남-북-러 가스관사업,철강 중소형"
049480,오픈베이스,컴퓨터와주변기기,41,18,34,13,0,72742816645,"스마트팩토리(스마트공장),탄소나노튜브(CNT),NI(네트워크통합),사물인터넷,보안주(정보),4차산업 수혜주,지능형로봇/인공지능(AI)"
090850,현대이지웰,상업서비스와공급품,41,76,65,28,0,123006149980,"인터넷은행,전기차"
011000,진원생명과학,생물공학,41,66,16,37,0,165680802450,"코로나19(진단/치료제/백신 개발 등),백신/진단시약/방역(신종플루, AI 등),mRNA(메신저 리보핵산),코로나19(치료제/백신 개발 등),유전자 치료제/분석,메르스 코로나 바이러스"
004490,세방전지,자동차부품,41,16,10,40,0,961800000000,"전력저장장치(ESS),2차전지,리튬"
028670,팬오션,해운사,41,57,61,61,0,1916431700520,"LNG(액화천연가스),해운"
123700,에스제이엠,자동차부품,41,77,64,56,0,46580620530,자동차부품
016450,한세예스24홀딩스,섬유/의류/신발/호화품,41,77,62,25,0,163200000000,"인터넷은행,지주사,카카오뱅크(kakao BANK)"
361570,알비더블유,방송과엔터테인먼트,40,78,23,41,0,74876273055,"음원/음반,엔터테인먼트,2021 하반기 신규상장"
025530,에스제이엠홀딩스,자동차부품,40,79,37,36,0,47116795240,지주사
131970,두산테스나,반도체와반도체장비,40,19,68,73,0,584648949500,"사물인터넷,시스템반도체"
006920,모헨즈,건축자재,40,76,58,39,0,33797400000,"DMZ 평화공원,시멘트/레미콘"
014530,극동유화,석유와가스,40,49,37,27,0,116986904100,"자전거,LPG(액화석유가스),아스콘(아스팔트 콘크리트),윤활유"
017390,서울도시가스,가스유틸리티,40,73,50,33,0,245250000000,"자원개발,겨울,도시가스"
179900,유티아이,핸드셋,40,69,66,70,0,417398624250,"갤럭시 부품주,스마트폰,플렉서블 디스플레이,폴더블폰,태블릿PC"
038620,위즈코프,전문소매,40,9,18,10,0,49906489805,"RFID(NFC 등),사물인터넷,SI(시스템통합)"
076080,웰크론한텍,건설,40,74,39,85,0,28536419028,"폐배터리,수자원(양적/질적 개선),2차전지,2차전지(장비)"
018310,삼목에스폼,건축제품,40,55,49,25,0,293706000000,리모델링/인테리어
053270,구영테크,자동차부품,40,31,74,70,0,59343526825,자동차부품
038680,에스넷,IT서비스,40,26,32,36,0,79762682160,"증강현실(AR),메타버스(Metaverse),재택근무/스마트워크,스마트홈(홈네트워크),RFID(NFC 등),보안주(정보),가상현실(VR),사물인터넷,4차산업 수혜주,NI(네트워크통합)"
058860,KTis,기타 정보 서비스업,40,29,31,29,0,88745100000,
017480,삼현철강,철강,40,70,44,23,0,68229057050,"GTX(수도권 광역급행철도),남-북-러 가스관사업,철도,철강 중소형"
008490,서흥,제약,40,49,81,83,0,176197590990,건강기능식품
357580,아모센스,핸드셋,40,46,83,80,0,68443610400,"2021 상반기 신규상장,페라이트,무선충전기술"
340440,세림B&G,포장재,40,83,74,66,0,36891873200,"기업인수목적회사(SPAC),2019 하반기 신규상장"
297890,HB솔루션,디스플레이장비및부품,40,11,21,35,0,199674695220,"LCD장비,플렉서블 디스플레이,OLED(유기 발광 다이오드),2020 상반기 신규상장"
155660,DSR,1차 비철금속 제조업,40,50,34,18,0,60640000000,
296640,이노룰스,소프트웨어,40,41,51,18,0,31794467280,2022 하반기 신규상장
038950,파인디지털,전자제품,40,50,31,73,0,33593416850,"자율주행차,음성인식,차량용블랙박스"
088350,한화생명,생명보험,40,34,69,38,0,2258178000000,"야놀자(Yanolja),인터넷은행,생명보험"
004980,성신양회,건축자재,40,38,35,30,0,177006047060,"네옴시티,시멘트/레미콘"
082850,우리바이오,디스플레이장비및부품,40,15,11,11,0,113630675410,"마리화나(대마),PCB(FPCB 등),화이자(PFIZER),LED"
102260,동성케미컬,화학,40,44,62,39,0,188572517760,"지주사,석유화학"
402490,그린리소스,반도체 제조업,39,41,21,87,0,130023299120,
051490,나라엠앤디,기계,39,79,77,70,0,58788000000,"자동차부품,2차전지(소재/부품),2차전지,전기차"
015860,일진홀딩스,전기장비,39,46,44,29,0,179131363290,"지주사,스마트그리드(지능형전력망),치매"
099440,스맥,기계,39,8,21,26,0,127571558980,"지능형로봇/인공지능(AI),스마트팩토리(스마트공장),스마트그리드(지능형전력망),3D 프린터,로봇(산업용/협동로봇 등),공작기계"
027360,아주IB투자,창업투자,39,8,18,8,0,257008987750,"크래프톤 관련주,코로나19(스푸트니크V),야놀자(Yanolja),창투사"
012280,영화금속,자동차부품,39,33,15,16,0,41383268505,자동차부품
418250,시큐레터,소프트웨어 개발 및 공급업,39,66,53,46,0,52279100100,
007690,국도화학,기초 화학물질 제조업,39,12,49,65,0,268065826000,
004540,깨끗한나라,종이와목재,39,56,57,16,0,84908780040,"제지,日제품 불매운동(수혜),출산장려정책,마스크"
214320,이노션,광고,39,56,62,26,0,745200000000,광고
023150,MH에탄올,음료,39,64,28,55,0,37409126820,"주류업(주정, 에탄올 등)"
451760,컨텍,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,39,9,40,58,0,152763140440,
075180,새론오토모티브,자동차부품,39,41,33,39,0,61728000000,자동차부품
376980,원티드랩,IT서비스,39,3,37,16,0,57359364720,"일자리(취업),2021 하반기 신규상장"
014580,태경비케이,비철금속,39,29,43,59,0,121779386500,"비료,아프리카 돼지열병(ASF),LED,구제역/광우병 수혜"
034940,조아제약,제약,39,75,63,82,0,32249999907,"제약업체,줄기세포,마스크,구충제(펜벤다졸, 이버멕틴 등)"
089470,HDC현대EP,자동차부품,39,81,68,63,0,116435000000,자동차부품
285490,노바텍,핸드셋,39,2,11,52,0,151868933160,"폴더블폰,태블릿PC,스마트폰,희귀금속(희토류 등)"
007330,푸른저축은행,은행 및 저축기관,39,70,44,30,0,123528132000,
213500,한솔제지,종이와목재,39,53,47,38,0,204922959360,제지
039740,한국정보공학,기타 전문 도매업,39,64,73,46,0,22050591750,
094940,푸른기술,컴퓨터와주변기기,39,20,28,46,0,57275494100,"철도,4차산업 수혜주,키오스크(KIOSK),화폐/금융자동화기기(디지털화폐 등),로봇(산업용/협동로봇 등)"
026150,특수건설,건설,39,30,37,34,0,111419201850,"4대강 복원,GTX(수도권 광역급행철도),해저터널(지하화/지하도로 등),철도"
127710,아시아경제,출판,39,3,2,4,0,39965173890,"미디어(방송/신문),광고"
088130,동아엘텍,디스플레이장비및부품,39,23,17,5,0,52805648280,"OLED(유기 발광 다이오드),LCD장비"
126700,하이비젼시스템,핸드셋,39,10,55,40,0,253268798400,"스마트폰,가상현실(VR),3D 프린터,카메라모듈/부품,아이폰,자율주행차"
058820,CMG제약,제약,38,26,40,36,0,243616995976,"제약업체,코로나19(나파모스타트)"
138610,나이벡,건강관리장비와용품,38,22,23,23,0,158168058840,"mRNA(메신저 리보핵산),치아 치료(임플란트 등)"
187790,나노,화학,38,66,53,46,0,31611850750,황사/미세먼지
067570,엔브이에이치코리아,자동차부품,38,61,42,23,0,92984850000,"코로나19(음압병실/음압구급차),자동차부품"
032560,황금에스티,비철금속,38,74,66,65,0,87040000000,"비철금속,철도,니켈,2차전지,2차전지(소재/부품)"
900260,로스웰,자동차부품,38,23,33,42,0,20249583856,"지주사,전기차,국내 상장 중국기업"
001210,금호전기,디스플레이장비및부품,38,6,0,18,0,37587313878,LED
339950,아이비김영,교육서비스,38,9,32,17,0,88050497145,"기업인수목적회사(SPAC),일자리(취업),교육/온라인 교육,2019 하반기 신규상장"
079160,CJ CGV,방송과엔터테인먼트,38,40,27,22,0,798096872480,영화
053210,케이티스카이라이프,방송과엔터테인먼트,38,70,65,29,0,216704674800,"MVNO(가상이동통신망사업자),미디어(방송/신문)"
016740,두올,자동차부품,38,88,53,28,0,96732400560,자동차부품
069730,DSR제강,철강,38,38,19,20,0,49752000000,철강 중소형
263800,데이타솔루션,IT서비스,38,9,21,31,0,70229915400,"SI(시스템통합),AI 챗봇(챗GPT 등),지능형로봇/인공지능(AI)"
014470,부방,가정용기기와용품,38,19,81,62,0,112898248800,"지주사,선박평형수 처리장치"
005380,현대자동차,자동차,38,71,28,35,0,42930319155000,"자동차 대표주,자율주행차,메타버스(Metaverse),전기차,폐배터리,UAM(도심항공모빌리티),수소차(연료전지/부품/충전소 등),전기차(충전소/충전기)"
373110,엑셀세라퓨틱스,기초 의약물질 제조업,38,4,19,43,0,42988155660,
050860,아세아텍,기계,38,44,39,24,0,44212500000,농업
010040,한국내화,비철금속,38,66,44,60,0,89320859850,북한 광물자원개발
043150,바텍,건강관리장비와용품,38,79,80,70,0,314910227200,"고령화 사회(노인복지),의료기기,치아 치료(임플란트 등)"
001430,세아베스틸지주,철강,38,74,71,36,0,701463047640,"철강 주요종목,네옴시티"
100030,인지소프트,소프트웨어,38,54,57,23,0,51948355480,"클라우드 컴퓨팅,모바일솔루션(스마트폰),인터넷은행"
394280,오픈엣지테크놀로지,반도체와반도체장비,38,5,57,90,0,314306036520,"2022 하반기 신규상장,시스템반도체"
010950,S-Oil,석유와가스,38,42,24,52,0,6529801936000,"윤활유,정유,LPG(액화석유가스),환율하락 수혜"
003080,성보화학,화학,38,54,38,29,0,48648600000,농업
047040,대우건설,건설,38,16,71,26,0,1350773573500,"수자원(양적/질적 개선),원자력발전,건설 대표주,GTX(수도권 광역급행철도)"
026940,부국철강,철강,38,61,63,61,0,49700000000,"남-북-러 가스관사업,철강 중소형"
039840,디오,건강관리장비와용품,37,46,42,48,0,246749504850,"의료기기,치아 치료(임플란트 등),3D 프린터"
019540,일지테크,자동차부품,37,13,29,38,0,48783735000,"日 수출 규제(국산화 등),자동차부품,수소차(연료전지/부품/충전소 등)"
261200,덴티스,건강관리장비와용품,37,77,72,69,0,103237341000,"치아 치료(임플란트 등),기업인수목적회사(SPAC)"
138070,신진에스엠,기타 금속 가공제품 제조업,37,37,28,11,0,42707817760,
002390,한독,제약,37,45,27,25,0,155390287570,"제약업체,코로나19(덱사메타손),의료기기"
054800,아이디스홀딩스,컴퓨터와주변기기,37,32,39,37,0,92715893760,지주사
033130,디지틀조선,출판,37,39,48,27,0,61611343220,미디어(방송/신문)
089850,유비벨록스,전자제품,37,28,33,34,0,91474535790,"모바일솔루션(스마트폰),마이데이터,삼성페이,RFID(NFC 등),스마트카(SMART CAR)"
263720,디앤씨미디어,출판,37,85,37,34,0,232955197800,"웹툰,모바일콘텐츠(스마트폰/태블릿PC)"
030720,동원수산,식품,37,61,47,56,0,23199217925,"수산,구제역/광우병 수혜"
039130,하나투어,호텔/레스토랑/레저,37,43,61,31,0,866115990000,"환율하락 수혜,여행,면세점"
094840,슈프리마에이치큐,전자장비와기기,37,40,42,12,0,66077310400,"지주사,보안주(물리)"
083550,케이엠,섬유/의류/신발/호화품,37,40,25,65,0,37308291390,"메르스 코로나 바이러스,황사/미세먼지,마스크"
173130,오파스넷,IT서비스,37,8,19,19,0,104371784000,"NI(네트워크통합),5G(5세대 이동통신),SI(시스템통합),재택근무/스마트워크"
033830,티비씨,방송과엔터테인먼트,37,43,25,12,0,77600000000,미디어(방송/신문)
000070,삼양홀딩스,화학,37,66,57,22,0,537836218800,"mRNA(메신저 리보핵산),지주사,환율하락 수혜"
041650,상신브레이크,자동차부품,37,76,45,44,0,63448134750,자동차부품
131180,딜리,컴퓨터와주변기기,37,50,44,56,0,24976850000,DMZ 평화공원
023350,한국종합기술,건설,37,24,20,6,0,55626000000,"테마파크,재난/안전(지진 등),수자원(양적/질적 개선),철도"
017650,대림제지,포장재,37,84,56,46,0,59850000000,골판지 제조
090370,메타랩스,섬유/의류/신발/호화품,37,84,76,75,0,35812942782,"패션/의류,탈모 치료,화장품"
217190,제너셈,반도체와반도체장비,37,7,83,86,0,74099520300,"전자파,반도체 장비"
314930,바이오다인,건강관리장비와용품,37,19,8,4,0,367884313080,"의료기기,2021 상반기 신규상장"
089890,코세스,반도체와반도체장비,37,27,88,85,0,141635575480,"반도체 장비,마이크로 LED,플렉서블 디스플레이,메타버스(Metaverse)"
225590,패션플랫폼,섬유/의류/신발/호화품,37,46,39,30,0,24026315126,패션/의류
000050,경방,종합 소매업,36,79,46,54,0,177650949600,
100660,서암기계공업,기계,36,25,32,51,0,44982000000,"우크라이나 재건,풍력에너지,로봇(산업용/협동로봇 등),철도,공작기계"
009240,한샘,가구,36,30,27,10,0,1017842386000,리모델링/인테리어
016580,환인제약,제약,36,63,36,35,0,213528803600,"제약업체,코로나19(덱사메타손),치매"
086060,진바이오텍,제약,36,53,36,38,0,27639984270,"백신/진단시약/방역(신종플루, AI 등),아프리카 돼지열병(ASF),구충제(펜벤다졸, 이버멕틴 등)"
143240,사람인,상업서비스와공급품,36,20,16,15,0,183132873320,일자리(취업)
058630,엠게임,게임엔터테인먼트,36,45,34,14,0,95374119760,"메타버스(Metaverse),증강현실(AR),가상화폐(비트코인 등),NFT(대체불가토큰),모바일게임(스마트폰),게임"
023800,인지컨트롤스,자동차부품,36,45,62,62,0,93116170330,"남북경협,수소차(연료전지/부품/충전소 등),드론(Drone),전기차,자동차부품"
184230,SGA솔루션즈,소프트웨어,36,37,33,67,0,28795614060,"클라우드 컴퓨팅,사물인터넷,블록체인,백신여권,SI(시스템통합),핀테크(FinTech),보안주(정보),키오스크(KIOSK),4차산업 수혜주,가상화폐(비트코인 등)"
104040,대성파인텍,자동차부품,36,52,36,30,0,38252239470,"자동차부품,태양광에너지"
067990,도이치모터스,자동차 판매업,36,52,68,16,0,131171067250,
115450,HLB테라퓨틱스,기타 전문 도매업,36,1,1,4,0,581354338110,
004310,현대약품,제약,36,34,23,17,0,103360000000,"치매,탈모 치료,제약업체"
270870,뉴트리,제약,36,16,56,23,0,51337249920,"건강기능식품,음식료업종"
407400,꿈비,가구,36,9,19,15,0,95936913000,"엔젤산업,2023 상반기 신규상장,출산장려정책"
042510,라온시큐어,소프트웨어,36,21,36,33,0,107625698191,"핀테크(FinTech),인터넷은행,블록체인,바이오인식(생체인식),백신여권,삼성페이,보안주(정보)"
041920,메디아나,건강관리장비와용품,36,46,43,38,0,89178479285,의료기기
362990,드림인사이트,광고업,36,84,58,68,0,33853156610,
007570,일양약품,제약,36,42,19,51,0,204980031360,"코로나19(진단/치료제/백신 개발 등),백신/진단시약/방역(신종플루, AI 등),제약업체,코로나19(치료제/백신 개발 등)"
186230,그린플러스,건설,36,70,27,18,0,80700189320,"2019 하반기 신규상장,비철금속"
037440,희림,건설,36,13,41,54,0,70308498750,"네옴시티,남북경협,리모델링/인테리어,재난/안전(지진 등)"
378850,화승알앤에이,자동차부품,36,80,72,59,0,59734944335,자동차부품
355690,에이텀,전자부품 제조업,36,95,92,88,0,37132212600,
293480,하나제약,제약,36,75,59,42,0,188037768680,제약업체
454910,두산로보틱스,특수 목적용 기계 제조업,36,3,16,68,0,3649364874000,
136490,선진,식품,36,72,61,28,0,136732723000,"사료,아프리카 돼지열병(ASF)"
004100,태양금속공업,자동차부품,36,7,53,18,0,95787000000,자동차부품
419080,엔젯,디스플레이장비및부품,36,24,55,67,0,96885424090,2022 하반기 신규상장
200710,에이디테크놀로지,반도체와반도체장비,35,10,37,89,0,246370267260,"시스템반도체,사물인터넷"
063440,SM Life Design,방송과엔터테인먼트,35,66,66,53,0,61494949744,"영화,네옴시티,영상콘텐츠"
010470,오리콤,광고,35,22,56,24,0,82987096500,광고
021880,메이슨캐피탈,기타 금융업,35,92,30,23,0,39567946080,
100220,비상교육,교육서비스,35,54,68,33,0,60434845650,교육/온라인 교육
013120,동원개발,건설,35,71,50,37,0,207950549000,건설 중소형
130580,나이스디앤비,기타 사업지원 서비스업,35,75,47,36,0,72765000000,
005320,온타이드,섬유/의류/신발/호화품,35,11,17,72,0,30114910566,패션/의류
078070,유비쿼스홀딩스,통신장비,35,53,46,52,0,176787818000,"K-뉴딜지수,K-뉴딜지수(인터넷),지주사"
085670,뉴프렉스,전자장비와기기,35,13,12,68,0,116874637580,"PCB(FPCB 등),메타버스(Metaverse),갤럭시 부품주"
314140,알피바이오,제약,35,92,79,76,0,50264893800,"제약업체,2022 하반기 신규상장,건강기능식품"
033530,SJG세종,자동차부품,35,64,72,63,0,117682665030,"온실가스(탄소배출권),자동차부품,수소차(연료전지/부품/충전소 등)"
018620,우진비앤지,제약,35,51,33,39,0,25422577840,"농업,사료,메르스 코로나 바이러스,구제역/광우병 수혜,백신/진단시약/방역(신종플루, AI 등),아프리카 돼지열병(ASF),비료"
091810,티웨이항공,항공사,35,9,7,16,0,496448539680,항공/저가 항공사(LCC)
058650,세아홀딩스,철강,35,63,56,19,0,378000000000,"지주사,네옴시티"
162300,신스틸,철강,35,79,55,69,0,103885811910,"철강 중소형,2022 하반기 신규상장"
065450,빅텍,우주항공과국방,35,49,40,41,0,116043840000,"RFID(NFC 등),자전거,방위산업/전쟁 및 테러"
273640,와이엠텍,전기제품,35,24,55,28,0,116568580000,"2021 하반기 신규상장,전기차,전기차(충전소/충전기),전력저장장치(ESS)"
034730,SK,복합기업,35,32,44,54,0,10070625446700,"SI(시스템통합),지주사,스마트팩토리(스마트공장),조림사업,핀테크(FinTech),RFID(NFC 등),블록체인,전기차(충전소/충전기),수소차(연료전지/부품/충전소 등),클라우드 컴퓨팅,4차산업 수혜주,LNG(액화천연가스)"
330730,스톤브릿지벤처스,창업투자,35,73,74,52,0,70788237000,"두나무(Dunamu),창투사,2022 상반기 신규상장"
002420,세기상사,전문소매,35,51,46,15,0,27516297600,영화
136540,윈스,소프트웨어,35,81,39,14,0,136059585680,"키오스크(KIOSK),보안주(정보)"
082640,동양생명,생명보험,35,85,81,19,0,835837470300,생명보험
036800,나이스정보통신,상업서비스와공급품,35,78,50,30,0,178100000000,"삼성페이,애플페이"
026040,제이에스티나,섬유/의류/신발/호화품,35,23,6,6,0,29772837160,"남북경협,패션/의류,면세점"
022100,포스코DX,IT서비스,34,91,95,85,0,4196158520400,"4차산업 수혜주,무선충전기술,SI(시스템통합),전기차,전력저장장치(ESS),스마트그리드(지능형전력망),스마트홈(홈네트워크),전기차(충전소/충전기),황사/미세먼지,클라우드 컴퓨팅,스마트팩토리(스마트공장),인터넷은행"
900100,애머릿지,섬유/의류/신발/호화품,34,35,61,39,0,44535198613,"마리화나(대마),타이어"
298690,에어부산,항공사,34,40,38,28,0,251942400000,항공/저가 항공사(LCC)
014910,성문전자,전기제품,34,33,38,53,0,24954154335,"수소차(연료전지/부품/충전소 등),전기차"
420770,기가비스,반도체와반도체장비,34,14,48,86,0,377737588400,"2023 상반기 신규상장,반도체 장비"
022220,TKG애강,건축제품,34,38,25,21,0,46925888574,수자원(양적/질적 개선)
064520,테크엘,반도체와반도체장비,34,83,88,80,0,48837070470,스마트폰
059270,해성에어로보틱스,기계,34,12,68,67,0,69184361790,"2021 상반기 신규상장,로봇(산업용/협동로봇 등)"
033050,제이엠아이,상업서비스와공급품,34,42,41,39,0,25802838864,LED
044380,주연테크,컴퓨터와주변기기,34,21,15,69,0,21714059604,"가상현실(VR),블록체인,메타버스(Metaverse)"
058400,KNN,방송과엔터테인먼트,34,50,34,14,0,101970884400,미디어(방송/신문)
008250,이건산업,건축자재,34,23,5,19,0,54215543250,"조림사업,리모델링/인테리어,온실가스(탄소배출권)"
149980,하이로닉,건강관리장비와용품,34,24,42,24,0,110450516220,"의료기기,미용기기"
037950,엘컴텍,핸드셋,34,27,42,35,0,85207546671,"자원개발,LED,휴대폰부품,카메라모듈/부품,북한 광물자원개발"
230360,에코마케팅,광고,34,31,13,15,0,274086532590,광고
010690,화신,자동차부품,34,86,66,73,0,270633177500,"자동차부품,전기차"
245620,EDGC,생명과학도구및서비스,34,66,53,46,0,57474989665,"치매,마리화나(대마),코로나19(진단/치료제/백신 개발 등),유전자 치료제/분석,코로나19(진단키트),메타버스(Metaverse)"
047560,이스트소프트,소프트웨어,34,2,8,3,0,205516086980,"4차산업 수혜주,AI 챗봇(챗GPT 등),모바일게임(스마트폰),게임,보안주(정보),핀테크(FinTech)"
041020,폴라리스오피스,소프트웨어,34,8,37,36,0,275976513900,"재택근무/스마트워크,NFT(대체불가토큰),클라우드 컴퓨팅,모바일솔루션(스마트폰),모바일콘텐츠(스마트폰/태블릿PC)"
099390,브레인즈컴퍼니,소프트웨어,34,36,78,62,0,44817225180,"모바일솔루션(스마트폰),지능형로봇/인공지능(AI),2021 하반기 신규상장,AI 챗봇(챗GPT 등)"
138080,오이솔루션,통신장비,34,5,27,57,0,106878395700,"통신장비,5G(5세대 이동통신)"
215000,골프존,호텔/레스토랑/레저,34,86,57,26,0,406646892000,"겨울,K-뉴딜지수(게임),골프,K-뉴딜지수"
348350,위드텍,전자장비와기기,34,39,47,31,0,73831100000,"2020 하반기 신규상장,반도체 장비"
219420,링크제니시스,소프트웨어,34,5,9,27,0,60558996960,"지능형로봇/인공지능(AI),스마트팩토리(스마트공장)"
027970,한국제지,포장재,34,50,31,28,0,152522946074,제지
228850,레이언스,건강관리장비와용품,34,33,43,63,0,106182489600,의료기기
043200,파루,에너지장비및서비스,34,45,13,29,0,21027570445,"아프리카 돼지열병(ASF),태양광에너지,태풍 및 장마,백신/진단시약/방역(신종플루, AI 등),슈퍼박테리아,메르스 코로나 바이러스"
067010,이씨에스,IT서비스,33,35,30,34,0,34976430000,"마켓컬리(kurly),재택근무/스마트워크"
004920,씨아이테크,컴퓨터와주변기기,33,42,26,14,0,51567766790,"키오스크(KIOSK),DMZ 평화공원"
000270,기아,자동차,33,73,28,39,0,38057270882400,"방위산업/전쟁 및 테러,자동차 대표주,전기차(충전소/충전기),수소차(연료전지/부품/충전소 등),전기차,자율주행차"
078000,텔코웨어,소프트웨어,33,49,33,18,0,81312677600,"5G(5세대 이동통신),모바일솔루션(스마트폰)"
065950,웰크론,건설,33,48,19,46,0,57874169100,"황사/미세먼지,마스크,DMZ 평화공원,방위산업/전쟁 및 테러,메르스 코로나 바이러스"
237750,피앤씨테크,전기장비,33,31,24,41,0,25141842000,"전력설비,철도,스마트그리드(지능형전력망)"
001780,알루코,비철금속,33,53,74,72,0,215447043700,"철도,2차전지(소재/부품),비철금속,2차전지"
322510,제이엘케이,건강관리기술,33,5,16,22,0,184573889160,"지능형로봇/인공지능(AI),U-Healthcare(원격진료),2019 하반기 신규상장"
187420,HLB제넥스,생물공학,33,3,3,8,0,98187922340,"코로나19(진단/치료제/백신 개발 등),코로나19(진단키트),유전자 치료제/분석,마이크로바이옴"
009290,광동제약,제약,33,54,47,36,0,288314680500,"백신/진단시약/방역(신종플루, AI 등),제약업체,겨울"
431190,케이쓰리아이,소프트웨어 개발 및 공급업,33,7,8,22,0,32116836180,
071840,롯데하이마트,전문소매,33,48,20,49,0,172336297600,"여름,소매유통,황사/미세먼지"
038870,에코바이오,에너지장비및서비스,33,13,8,73,0,49052321500,"수소차(연료전지/부품/충전소 등),온실가스(탄소배출권)"
092440,기신정기,특수 목적용 기계 제조업,33,57,29,37,0,69350000000,
015890,태경산업,비철금속,33,57,45,30,0,141028718750,"페라이트,LED,비철금속"
104620,노랑풍선,호텔/레스토랑/레저,33,52,45,50,0,75725362280,"여행,2019 상반기 신규상장"
075970,동국알앤에스,비철금속,33,27,9,40,0,45172000000,"북한 광물자원개발,2차전지,리비안(RIVIAN),스마트팩토리(스마트공장),희귀금속(희토류 등),2차전지(소재/부품)"
066360,체리부로,식품,33,62,61,56,0,40183788570,육계
127980,화인써키트,전자장비와기기,33,44,51,57,0,71399324520,"PCB(FPCB 등),2023 상반기 신규상장"
007680,대원,건설,33,48,27,33,0,53987593110,건설 중소형
417200,LS머트리얼즈,전자부품 제조업,33,37,61,78,0,836863391830,
009190,대양금속,비철금속,33,58,18,12,0,59727580260,"니켈,비철금속"
241790,티이엠씨씨엔에스,반도체와반도체장비,33,31,87,85,0,58315356220,"반도체 장비,2차전지(장비),2차전지,반도체 재료/부품"
006200,한국전자홀딩스,반도체와반도체장비,33,39,35,40,0,32996210880,"쿠팡(coupang),지주사"
123860,아나패스,디스플레이장비및부품,33,40,40,36,0,241983363400,"시스템반도체,LCD 부품/소재"
187870,디바이스이엔지,디스플레이장비및부품,32,51,46,32,0,79584047790,"반도체 장비,OLED(유기 발광 다이오드)"
