code,name,market
096760,JW홀딩스,코스피
096770,SK이노베이션,코스피
097230,HJ중공업,코스피
097520,엠씨넥스,코스피
097950,CJ제일제당,코스피
100090,SK오션플랜트,코스피
100220,비상교육,코스피
100250,진양홀딩스,코스피
100840,SNT에너지,코스피
101140,인바이오젠,코스피
101530,해태제과식품,코스피
102260,동성케미컬,코스피
102280,쌍방울,코스피
102460,이연제약,코스피
103140,풍산,코스피
103590,일진전기,코스피
104700,한국철강,코스피
105560,KB금융,코스피
105630,한세실업,코스피
105840,우진,코스피
107590,미원홀딩스,코스피
108320,LX세미콘,코스피
108590,TREX 200,코스피
108670,LX하우시스,코스피
109070,주성코퍼레이션,코스피
111110,호전실업,코스피
111380,동인기연,코스피
111770,영원무역,코스피
112610,씨에스윈드,코스피
114090,GKL,코스피
117580,대성에너지,코스피
118000,메타케어,코스피
119650,KC코트렐,코스피
120030,조선선재,코스피
120110,코오롱인더,코스피
122900,아이마켓코리아,코스피
123690,한국화장품,코스피
123700,SJM,코스피
123890,한국자산신탁,코스피
126560,현대퓨처넷,코스피
126720,수산인더스트리,코스피
128820,대성산업,코스피
128940,한미약품,코스피
129260,인터지스,코스피
130660,한전산업,코스피
133820,화인베스틸,코스피
134380,미원화학,코스피
134790,시디즈,코스피
136490,선진,코스피
137310,에스디바이오센서,코스피
138040,메리츠금융지주,코스피
138490,코오롱ENP,코스피
138930,BNK금융지주,코스피
139130,iM금융지주,코스피
139480,이마트,코스피
139990,아주스틸,코스피
140910,에이리츠,코스피
143210,핸즈코퍼레이션,코스피
145210,다이나믹디자인,코스피
145270,케이탑리츠,코스피
145720,덴티움,코스피
145850,TREX 펀더멘탈 200,코스피
145990,삼양사,코스피
152100,PLUS 200,코스피
152550,한국ANKOR유전,코스피
152870,파워 200,코스피
155660,DSR,코스피
161000,애경케미칼,코스피
161390,한국타이어앤테크놀로지,코스피
161510,PLUS 고배당주,코스피
161890,한국콜마,코스피
163560,동일고무벨트,코스피
170900,동아에스티,코스피
175330,JB금융지주,코스피
178920,PI첨단소재,코스피
180640,한진칼,코스피
181710,NHN,코스피
183190,아세아시멘트,코스피
185750,종근당,코스피
192080,더블유게임즈,코스피
192400,쿠쿠홀딩스,코스피
192650,드림텍,코스피
192720,파워 고배당저변동성,코스피
192820,코스맥스,코스피
194370,제이에스코퍼레이션,코스피
195870,해성디에스,코스피
200880,서연이화,코스피
204210,스타에스엠리츠,코스피
204320,HL만도,코스피
207940,삼성바이오로직스,코스피
210540,디와이파워,코스피
210980,SK디앤디,코스피
213500,한솔제지,코스피
213630,PLUS 미국다우존스고배당주(합성 H),코스피
214320,이노션,코스피
214330,금호에이치티,코스피
214390,경보제약,코스피
214420,토니모리,코스피
215620,HK S&P코리아로우볼,코스피
220130,SOL 차이나강소기업CSI500(합성 H),코스피
226320,잇츠한불,코스피
227840,현대코퍼레이션홀딩스,코스피
229640,LS에코에너지,코스피
234080,JW생명과학,코스피
238670,PLUS 스마트베타Quality채권혼합,코스피
239660,PLUS 우량회사채50,코스피
241560,두산밥캣,코스피
241590,화승엔터프라이즈,코스피
244920,에이플러스에셋,코스피
248070,솔루엠,코스피
248170,샘표식품,코스피
249420,일동제약,코스피
251270,넷마블,코스피
251590,PLUS 고배당저변동50,코스피
251600,PLUS 고배당주채권혼합,코스피
256450,PLUS 심천차이넥스트(합성),코스피
259960,크래프톤,코스피
264900,크라운제과,코스피
266550,PLUS 중형주저변동50,코스피
267250,HD현대,코스피
267260,HD현대일렉트릭,코스피
267270,HD현대건설기계,코스피
267290,경동도시가스,코스피
267850,아시아나IDT,코스피
268280,미원에스씨,코스피
269530,PLUS S&P글로벌인프라,코스피
269540,PLUS 미국S&P500(H),코스피
271560,오리온,코스피
271940,일진하이솔루스,코스피
271980,제일약품,코스피
272210,한화시스템,코스피
272450,진에어,코스피
272550,삼양패키징,코스피
278470,에이피알,코스피
278620,PLUS 단기채권액티브,코스피
280360,롯데웰푸드,코스피
280920,PLUS 주도업종,코스피
281820,케이씨텍,코스피
282330,BGF리테일,코스피
284740,쿠쿠홈시스,코스피
285130,SK케미칼,코스피
286940,롯데이노베이트,코스피
287180,PLUS 미국나스닥테크,코스피
289670,PLUS 국채선물10년,코스피
292500,SOL KRX300,코스피
293480,하나제약,코스피
293940,신한알파리츠,코스피
294870,HDC현대산업개발,코스피
295040,SOL 200TR,코스피
298000,효성화학,코스피
298020,효성티앤씨,코스피
298040,효성중공업,코스피
298050,HS효성첨단소재,코스피
298340,PLUS 국채선물3년,코스피
298690,에어부산,코스피
300720,한일시멘트,코스피
302440,SK바이오사이언스,코스피
306200,세아제강,코스피
307950,현대오토에버,코스피
308170,씨티알모빌리티,코스피
316140,우리금융지주,코스피
317400,자이에스앤디,코스피
322000,HD현대에너지솔루션,코스피
323410,카카오뱅크,코스피
326030,SK바이오팜,코스피
329180,HD현대중공업,코스피
330590,롯데리츠,코스피
332610,PLUS 미국단기회사채(AAA~A),코스피
332620,PLUS 미국장기우량회사채,코스피
334890,이지스밸류플러스리츠,코스피
336260,두산퓨얼셀,코스피
336370,솔루스첨단소재,코스피
338100,NH프라임리츠,코스피
339770,교촌에프앤비,코스피
344820,KCC글라스,코스피
348950,제이알글로벌리츠,코스피
350520,이지스레지던스리츠,코스피
352820,하이브,코스피
353200,대덕전자,코스피
357120,코람코라이프인프라리츠,코스피
357250,미래에셋맵스리츠,코스피
357430,마스턴프리미어리츠,코스피
361610,SK아이이테크놀로지,코스피
363280,티와이홀딩스,코스피
363510,SOL KIS단기통안채,코스피
365550,ESR켄달스퀘어리츠,코스피
372910,한컴라이프케어,코스피
373220,LG에너지솔루션,코스피
375500,DL이앤씨,코스피
377190,디앤디플랫폼리츠,코스피
377300,카카오페이,코스피
377740,바이오노트,코스피
378850,화승알앤에이,코스피
381970,케이카,코스피
383220,F&F,코스피
383800,LX홀딩스,코스피
385710,TIMEFOLIO K이노베이션액티브,코스피
391670,HK 베스트일레븐액티브,코스피
395400,SK리츠,코스피
395750,PLUS ESG가치주액티브,코스피
395760,PLUS ESG성장주액티브,코스피
396690,미래에셋글로벌리츠,코스피
399110,SOL 미국S&P500ESG,코스피
400580,SOL 유럽탄소배출권선물S&P(H),코스피
400590,SOL 글로벌탄소배출권선물ICE(합성),코스피
400760,NH올원리츠,코스피
402340,SK스퀘어,코스피
403550,쏘카,코스피
404120,TIMEFOLIO K신재생에너지액티브,코스피
404650,SOL KRX기후변화솔루션,코스피
404990,신한서부티엔디리츠,코스피
407160,KCGI 테크미디어텔레콤액티브,코스피
407170,KCGI 스마트커머스액티브,코스피
407820,에셋플러스 코리아플랫폼액티브,코스피
407830,에셋플러스 글로벌플랫폼액티브,코스피
410870,TIMEFOLIO K컬처액티브,코스피
411540,SOL 200 Top10,코스피
413220,SOL 차이나태양광CSI(합성),코스피
413930,WON AI ESG액티브,코스피
415640,KB발해인프라,코스피
415760,SOL 차이나육성산업액티브(합성),코스피
415920,PLUS 글로벌희토류&전략자원생산기업,코스피
417310,코람코더원리츠,코스피
419650,PLUS 글로벌수소&차세대연료전지,코스피
421320,PLUS 우주항공&UAM,코스피
422260,VITA MZ소비액티브,코스피
423170,SOL 한국형글로벌반도체액티브,코스피
426020,TIMEFOLIO 미국S&P500액티브,코스피
426030,TIMEFOLIO 미국나스닥100액티브,코스피
426150,WON 대한민국국고채액티브,코스피
429740,PLUS K리츠,코스피
429760,PLUS 미국S&P500,코스피
429980,SOL 한국형글로벌전기차&2차전지액티브,코스피
432320,KB스타리츠,코스피
433220,에셋플러스 글로벌대장장이액티브,코스피
433250,UNICORN R&D 액티브,코스피
433330,SOL 미국S&P500,코스피
433850,PLUS TDF2030액티브,코스피
433860,PLUS TDF2040액티브,코스피
433870,PLUS TDF2050액티브,코스피
433880,PLUS TDF2060액티브,코스피
434960,DAISHIN343 K200,코스피
436140,SOL 종합채권(AA-이상)액티브,코스피
438560,SOL 국고채3년,코스피
438570,SOL 국고채10년,코스피
438740,마이다스 중소형액티브,코스피
440910,WON 미국우주항공방산,코스피
441800,TIMEFOLIO Korea플러스배당액티브,코스피
442090,에셋플러스 코리아대장장이액티브,코스피
442260,마이티 다이나믹퀀트액티브,코스피
442580,PLUS 글로벌HBM반도체,코스피
443060,HD현대마린솔루션,코스피
444200,SOL KEDI메가테크액티브,코스피
444490,WON 미국S&P500,코스피
445690,BNK 주주가치액티브,코스피
446070,유니드비티플러스,코스피
446720,SOL 미국배당다우존스,코스피
447620,SOL 미국TOP5채권혼합40 Solactive,코스피
447660,PLUS 애플채권혼합,코스피
448100,WON 200,코스피
448730,삼성FN리츠,코스피
449450,PLUS K방산,코스피
450080,에코프로머티,코스피
450140,코오롱모빌리티그룹,코스피
451000,PLUS 종합채권(AA-이상)액티브,코스피
451150,에셋플러스 글로벌영에이지액티브,코스피
451600,PLUS 국고채30년액티브,코스피
451800,한화리츠,코스피
452260,한화갤러리아,코스피
452360,SOL 미국배당다우존스(H),코스피
452440,VITA 밸류알파액티브,코스피
453010,PLUS KOFR금리,코스피
453340,현대그린푸드,코스피
454910,두산로보틱스,코스피
455850,SOL AI반도체소부장,코스피
455860,SOL 2차전지소부장Fn,코스피
456040,OCI,코스피
456200,PLUS 미국달러SOFR금리액티브(합성),코스피
456600,TIMEFOLIO 글로벌AI인공지능액티브,코스피
457190,이수스페셜티케미컬,코스피
457930,BNK 미래전략기술액티브,코스피
457990,PLUS 태양광&ESS,코스피
458030,WON 단기국공채액티브,코스피
460850,동국씨엠,코스피
460860,동국제강,코스피
461460,PLUS 국고채10년액티브,코스피
461600,SOL 미국30년국채액티브(H),코스피
461900,PLUS 미국테크TOP10,코스피
462340,에셋플러스 글로벌다이나믹시니어액티브,코스피
462520,조선내화,코스피
462540,SOL 25-09 회사채(AA-이상)액티브,코스피
462870,시프트업,코스피
463050,TIMEFOLIO K바이오액티브,코스피
464470,PLUS 미국채30년액티브,코스피
464600,SOL 자동차소부장Fn,코스피
464610,SOL 의료기기소부장Fn,코스피
465770,STX그린로지스,코스피
465780,마이티 26-09 특수채(AAA)액티브,코스피
466810,BNK 2차전지양극재,코스피
466920,SOL 조선TOP3플러스,코스피
466930,SOL 자동차TOP3플러스,코스피
468820,WON 25-09 회사채(AA-이상)액티브,코스피
469830,SOL 초단기채권액티브,코스피
470310,UNICORN 생성형AI강소기업액티브,코스피
472720,TRUSTON 주주가치액티브,코스피
472840,ITF 200,코스피
472920,HK 종합채권(AA-이상)액티브,코스피
473330,SOL 미국30년국채커버드콜(합성),코스피
474390,SOL 국고채30년액티브,코스피
474590,WON 반도체밸류체인액티브,코스피
474920,에셋플러스 차이나일등기업포커스10액티브,코스피
475150,SK이터닉스,코스피
475300,SOL 반도체전공정,코스피
475310,SOL 반도체후공정,코스피
475560,더본코리아,코스피
476000,UNICORN 포스트IPO액티브,코스피
476030,SOL 미국나스닥100,코스피
477050,PLUS 머니마켓액티브,코스피
