날짜,시가,고가,저가,종가,거래량,티커,종목명
2024-12-13,8250,8325,8220,8300,34266,475310,SOL 반도체후공정
2024-12-16,8500,8580,8415,8535,38683,475310,SOL 반도체후공정
2024-12-17,8730,8915,8595,8870,29683,475310,SOL 반도체후공정
2024-12-18,8870,9015,8765,8965,32082,475310,SOL 반도체후공정
2024-12-19,8510,8755,8510,8730,19481,475310,SOL 반도체후공정
2024-12-20,8805,8805,8285,8345,12235,475310,SOL 반도체후공정
2024-12-23,8520,8915,8450,8825,37589,475310,SOL 반도체후공정
2024-12-24,9090,9090,8860,8950,16882,475310,SOL 반도체후공정
2024-12-26,9085,9085,8665,8770,27012,475310,SOL 반도체후공정
2024-12-27,8790,9220,8790,8945,70463,475310,SOL 반도체후공정
2024-12-30,8800,9045,8800,8930,16459,475310,SOL 반도체후공정
2025-01-02,8780,9100,8780,9075,19896,475310,SOL 반도체후공정
2025-01-03,9075,9720,9075,9685,76613,475310,SOL 반도체후공정
2025-01-06,9970,10150,9885,10105,100661,475310,SOL 반도체후공정
2025-01-07,10285,10335,9850,9905,81528,475310,SOL 반도체후공정
2025-01-08,9660,10490,9655,10425,104599,475310,SOL 반도체후공정
2025-01-09,10390,10515,10365,10490,39735,475310,SOL 반도체후공정
2025-01-10,10490,10585,10260,10295,29982,475310,SOL 반도체후공정
2025-01-13,10600,10600,9885,9925,36782,475310,SOL 반도체후공정
2025-01-14,10060,10060,9780,9890,21625,475310,SOL 반도체후공정
2025-01-15,9990,10100,9945,10035,19393,475310,SOL 반도체후공정
2025-01-16,10365,10405,10100,10115,64471,475310,SOL 반도체후공정
2025-01-17,10125,10575,10125,10490,37356,475310,SOL 반도체후공정
2025-01-20,10590,10590,10340,10340,33823,475310,SOL 반도체후공정
2025-01-21,10495,10665,10355,10645,38062,475310,SOL 반도체후공정
2025-01-22,10750,11150,10720,11150,43338,475310,SOL 반도체후공정
2025-01-23,11150,11150,10800,10800,33528,475310,SOL 반도체후공정
2025-01-24,11120,11440,11085,11240,53729,475310,SOL 반도체후공정
2025-01-31,10390,10700,10355,10585,91970,475310,SOL 반도체후공정
2025-02-03,10145,10170,9750,9860,69953,475310,SOL 반도체후공정
2025-02-04,10115,10220,9860,9860,41390,475310,SOL 반도체후공정
2025-02-05,10050,10190,9975,10065,17395,475310,SOL 반도체후공정
2025-02-06,10365,10565,10350,10530,48306,475310,SOL 반도체후공정
2025-02-07,10650,10705,10445,10615,65125,475310,SOL 반도체후공정
2025-02-10,10475,10665,10265,10665,121863,475310,SOL 반도체후공정
2025-02-11,10805,10805,10540,10675,79592,475310,SOL 반도체후공정
2025-02-12,10700,10840,10550,10730,79431,475310,SOL 반도체후공정
2025-02-13,10825,11240,10785,11240,102538,475310,SOL 반도체후공정
2025-02-14,11380,11390,10990,10990,81859,475310,SOL 반도체후공정
2025-02-17,11015,11260,11015,11185,206201,475310,SOL 반도체후공정
2025-02-18,11235,11235,11000,11185,87210,475310,SOL 반도체후공정
2025-02-19,11235,11605,11235,11380,124818,475310,SOL 반도체후공정
2025-02-20,11430,11450,11055,11180,132090,475310,SOL 반도체후공정
2025-02-21,11180,11345,11000,11270,138005,475310,SOL 반도체후공정
2025-02-24,11045,11045,10730,10925,66032,475310,SOL 반도체후공정
2025-02-25,10700,10965,10665,10880,24290,475310,SOL 반도체후공정
2025-02-26,10860,11125,10840,11025,58764,475310,SOL 반도체후공정
2025-02-27,11235,11235,10705,10740,189541,475310,SOL 반도체후공정
2025-02-28,10300,10385,10115,10195,175085,475310,SOL 반도체후공정
2025-03-04,9960,10000,9830,9945,177515,475310,SOL 반도체후공정
2025-03-05,10140,10140,9970,10095,173873,475310,SOL 반도체후공정
2025-03-06,10190,10205,9620,9655,292403,475310,SOL 반도체후공정
2025-03-07,9525,9900,9500,9900,125578,475310,SOL 반도체후공정
2025-03-10,9855,9935,9700,9700,300187,475310,SOL 반도체후공정
2025-03-11,9260,9760,9235,9760,308535,475310,SOL 반도체후공정
2025-03-12,9910,10440,9885,10370,260178,475310,SOL 반도체후공정
2025-03-13,10545,10575,10275,10285,277284,475310,SOL 반도체후공정
2025-03-14,10390,10760,10390,10700,138310,475310,SOL 반도체후공정
2025-03-17,10830,10965,10740,10810,58859,475310,SOL 반도체후공정
2025-03-18,10915,10915,10645,10715,50766,475310,SOL 반도체후공정
2025-03-19,10700,10790,10670,10755,10366,475310,SOL 반도체후공정
