날짜,시가,고가,저가,종가,거래량,티커,종목명
2024-12-13,18090,18240,17930,18205,126309,091180,KODEX 자동차
2024-12-16,18240,18285,17820,17880,232322,091180,KODEX 자동차
2024-12-17,17880,18050,17825,17880,79145,091180,KODEX 자동차
2024-12-18,17940,18585,17940,18585,314022,091180,KODEX 자동차
2024-12-19,18250,18420,18155,18285,100780,091180,KODEX 자동차
2024-12-20,18120,18255,17885,17990,122268,091180,KODEX 자동차
2024-12-23,18095,18275,17985,18225,101569,091180,KODEX 자동차
2024-12-24,18210,18325,18065,18145,82514,091180,KODEX 자동차
2024-12-26,18245,18305,18030,18230,131923,091180,KODEX 자동차
2024-12-27,18125,18205,17850,17940,219368,091180,KODEX 자동차
2024-12-30,17855,18150,17820,17910,96591,091180,KODEX 자동차
2025-01-02,17940,18215,17900,18115,170967,091180,KODEX 자동차
2025-01-03,18105,18320,18040,18210,207222,091180,KODEX 자동차
2025-01-06,18250,18250,17980,18215,170315,091180,KODEX 자동차
2025-01-07,18275,18455,18230,18270,113027,091180,KODEX 자동차
2025-01-08,18095,18580,18095,18480,159559,091180,KODEX 자동차
2025-01-09,18525,18900,18430,18515,238615,091180,KODEX 자동차
2025-01-10,18550,19045,18550,18930,344395,091180,KODEX 자동차
2025-01-13,18840,18920,18610,18815,353564,091180,KODEX 자동차
2025-01-14,18810,19065,18720,19010,201308,091180,KODEX 자동차
2025-01-15,19025,19135,18890,18955,165661,091180,KODEX 자동차
2025-01-16,19005,19070,18765,18795,107356,091180,KODEX 자동차
2025-01-17,18775,18785,18590,18685,131685,091180,KODEX 자동차
2025-01-20,18685,18685,18435,18460,141685,091180,KODEX 자동차
2025-01-21,18460,18830,18410,18470,147793,091180,KODEX 자동차
2025-01-22,18630,18695,18415,18665,142773,091180,KODEX 자동차
2025-01-23,18665,18705,18445,18545,107665,091180,KODEX 자동차
2025-01-24,18675,18845,18535,18610,310818,091180,KODEX 자동차
2025-01-31,18645,18885,18645,18790,258931,091180,KODEX 자동차
2025-02-03,18450,18510,17930,18105,733069,091180,KODEX 자동차
2025-02-04,18430,18530,18105,18150,151784,091180,KODEX 자동차
2025-02-05,18195,18210,17925,18180,288129,091180,KODEX 자동차
2025-02-06,18255,18290,18050,18130,88977,091180,KODEX 자동차
2025-02-07,18040,18240,17980,17995,334458,091180,KODEX 자동차
2025-02-10,17875,17940,17655,17895,196203,091180,KODEX 자동차
2025-02-11,17895,18090,17795,17865,272852,091180,KODEX 자동차
2025-02-12,17865,17930,17675,17710,156659,091180,KODEX 자동차
2025-02-13,17890,18180,17890,18120,230776,091180,KODEX 자동차
2025-02-14,18125,18265,18080,18105,225641,091180,KODEX 자동차
2025-02-17,17975,18060,17900,17975,214856,091180,KODEX 자동차
2025-02-18,18015,18075,17935,18010,299005,091180,KODEX 자동차
2025-02-19,17935,18420,17935,18380,233891,091180,KODEX 자동차
2025-02-20,18320,18320,18075,18240,154698,091180,KODEX 자동차
2025-02-21,18560,18805,18400,18415,342000,091180,KODEX 자동차
2025-02-24,18230,18480,18205,18455,159828,091180,KODEX 자동차
2025-02-25,18400,18460,18250,18250,142551,091180,KODEX 자동차
2025-02-26,18250,18525,18230,18500,180984,091180,KODEX 자동차
2025-02-27,18415,18570,18400,18525,220629,091180,KODEX 자동차
2025-02-28,18340,18440,17960,17990,380508,091180,KODEX 자동차
2025-03-04,17985,18210,17755,17905,255799,091180,KODEX 자동차
2025-03-05,18075,18180,17900,18120,267168,091180,KODEX 자동차
2025-03-06,18425,18600,18370,18435,207029,091180,KODEX 자동차
2025-03-07,18395,18395,18240,18285,174536,091180,KODEX 자동차
2025-03-10,18205,18480,18190,18480,155873,091180,KODEX 자동차
2025-03-11,18010,18190,17935,18065,770756,091180,KODEX 자동차
2025-03-12,18020,18210,17900,18210,258542,091180,KODEX 자동차
2025-03-13,18215,18565,18170,18385,300761,091180,KODEX 자동차
2025-03-14,18390,18500,18230,18435,181607,091180,KODEX 자동차
2025-03-17,18440,18455,18280,18435,159149,091180,KODEX 자동차
2025-03-18,18485,18800,18485,18690,258956,091180,KODEX 자동차
2025-03-19,18675,18840,18675,18840,24358,091180,KODEX 자동차
