날짜,시가,고가,저가,종가,거래량,티커,종목명
2024-12-13,2680,2720,2655,2705,2073216,228790,TIGER 화장품
2024-12-16,2750,2760,2700,2720,2109329,228790,TIGER 화장품
2024-12-17,2700,2710,2670,2700,2162477,228790,TIGER 화장품
2024-12-18,2720,2720,2635,2665,1694646,228790,TIGER 화장품
2024-12-19,2605,2725,2585,2675,2446250,228790,TIGER 화장품
2024-12-20,2685,2685,2615,2630,1471454,228790,TIGER 화장품
2024-12-23,2655,2655,2610,2650,1287033,228790,TIGER 화장품
2024-12-24,2650,2740,2650,2700,3690249,228790,TIGER 화장품
2024-12-26,2720,2735,2620,2655,2640552,228790,TIGER 화장품
2024-12-27,2650,2670,2575,2610,2258029,228790,TIGER 화장품
2024-12-30,2605,2675,2585,2660,1281273,228790,TIGER 화장품
2025-01-02,2670,2725,2645,2680,1588215,228790,TIGER 화장품
2025-01-03,2680,2705,2665,2695,2255246,228790,TIGER 화장품
2025-01-06,2740,2780,2665,2690,2184530,228790,TIGER 화장품
2025-01-07,2710,2715,2675,2710,1788213,228790,TIGER 화장품
2025-01-08,2710,2730,2675,2725,5205725,228790,TIGER 화장품
2025-01-09,2725,2750,2695,2745,2536491,228790,TIGER 화장품
2025-01-10,2745,2745,2660,2680,5257512,228790,TIGER 화장품
2025-01-13,2660,2730,2660,2685,4612000,228790,TIGER 화장품
2025-01-14,2700,2700,2635,2660,4777545,228790,TIGER 화장품
2025-01-15,2675,2690,2630,2640,5817989,228790,TIGER 화장품
2025-01-16,2660,2770,2660,2755,7955428,228790,TIGER 화장품
2025-01-17,2775,2790,2760,2780,8582775,228790,TIGER 화장품
2025-01-20,2800,2800,2725,2730,10372710,228790,TIGER 화장품
2025-01-21,2735,2805,2735,2770,5139868,228790,TIGER 화장품
2025-01-22,2770,2800,2740,2755,4248079,228790,TIGER 화장품
2025-01-23,2755,2755,2690,2695,1756108,228790,TIGER 화장품
2025-01-24,2700,2700,2630,2675,2839972,228790,TIGER 화장품
2025-01-31,2675,2705,2660,2670,1827259,228790,TIGER 화장품
2025-02-03,2630,2635,2555,2580,3553486,228790,TIGER 화장품
2025-02-04,2615,2665,2590,2655,3466645,228790,TIGER 화장품
2025-02-05,2675,2675,2640,2650,1887638,228790,TIGER 화장품
2025-02-06,2675,2725,2660,2710,4730713,228790,TIGER 화장품
2025-02-07,2715,2715,2650,2675,14393450,228790,TIGER 화장품
2025-02-10,2665,2695,2620,2655,8983606,228790,TIGER 화장품
2025-02-11,2695,2720,2660,2675,8860955,228790,TIGER 화장품
2025-02-12,2685,2695,2650,2665,7948294,228790,TIGER 화장품
2025-02-13,2675,2685,2635,2665,8891411,228790,TIGER 화장품
2025-02-14,2690,2750,2675,2715,8553340,228790,TIGER 화장품
2025-02-17,2720,2730,2700,2715,5197503,228790,TIGER 화장품
2025-02-18,2725,2735,2700,2710,9235563,228790,TIGER 화장품
2025-02-19,2710,2745,2700,2730,5689207,228790,TIGER 화장품
2025-02-20,2805,2815,2740,2745,10870190,228790,TIGER 화장품
2025-02-21,2770,2810,2735,2805,22708100,228790,TIGER 화장품
2025-02-24,2780,2805,2745,2770,10479510,228790,TIGER 화장품
2025-02-25,2785,2815,2745,2795,9852991,228790,TIGER 화장품
2025-02-26,2740,2755,2700,2715,7711663,228790,TIGER 화장품
2025-02-27,2735,2825,2720,2770,6366943,228790,TIGER 화장품
2025-02-28,2740,2805,2720,2740,6671705,228790,TIGER 화장품
2025-03-04,2730,2755,2705,2740,4950739,228790,TIGER 화장품
2025-03-05,2745,2805,2745,2775,4133181,228790,TIGER 화장품
2025-03-06,2800,2855,2765,2850,3440270,228790,TIGER 화장품
2025-03-07,2825,2865,2805,2815,3422474,228790,TIGER 화장품
2025-03-10,2820,2830,2765,2775,8185340,228790,TIGER 화장품
2025-03-11,2705,2800,2700,2790,6012981,228790,TIGER 화장품
2025-03-12,2775,2905,2775,2890,4389255,228790,TIGER 화장품
2025-03-13,2890,2910,2865,2905,3586732,228790,TIGER 화장품
2025-03-14,2905,2940,2905,2920,2472402,228790,TIGER 화장품
2025-03-17,2930,2945,2890,2915,3408081,228790,TIGER 화장품
2025-03-18,2920,2925,2890,2900,2082391,228790,TIGER 화장품
2025-03-19,2895,2900,2885,2885,129519,228790,TIGER 화장품
