날짜,시가,고가,저가,종가,거래량,티커,종목명
2024-12-13,9075,9075,8910,9000,1251,457990,PLUS 태양광&ESS
2024-12-16,9170,9200,9080,9090,1656,457990,PLUS 태양광&ESS
2024-12-17,9130,9130,8870,8950,566,457990,PLUS 태양광&ESS
2024-12-18,9010,9010,8860,8865,804,457990,PLUS 태양광&ESS
2024-12-19,8695,8785,8655,8695,1745,457990,PLUS 태양광&ESS
2024-12-20,8695,8710,8495,8560,1301,457990,PLUS 태양광&ESS
2024-12-23,8700,8790,8600,8725,788,457990,PLUS 태양광&ESS
2024-12-24,8910,8910,8745,8830,1859,457990,PLUS 태양광&ESS
2024-12-26,8910,8910,8685,8735,2305,457990,PLUS 태양광&ESS
2024-12-27,8760,8760,8600,8690,1306,457990,PLUS 태양광&ESS
2024-12-30,8635,8885,8635,8815,3398,457990,PLUS 태양광&ESS
2025-01-02,8865,9020,8800,8940,3190,457990,PLUS 태양광&ESS
2025-01-03,8940,9345,8940,9300,4207,457990,PLUS 태양광&ESS
2025-01-06,9445,9490,9285,9490,3029,457990,PLUS 태양광&ESS
2025-01-07,9565,9570,9380,9455,414,457990,PLUS 태양광&ESS
2025-01-08,9440,9530,9370,9400,4812,457990,PLUS 태양광&ESS
2025-01-09,9440,9500,9345,9500,1570,457990,PLUS 태양광&ESS
2025-01-10,9495,9695,9465,9645,8801,457990,PLUS 태양광&ESS
2025-01-13,9580,9580,9460,9480,10396,457990,PLUS 태양광&ESS
2025-01-14,9540,9680,9540,9630,6537,457990,PLUS 태양광&ESS
2025-01-15,9755,9775,9630,9635,13797,457990,PLUS 태양광&ESS
2025-01-16,9900,10215,9900,10200,7356,457990,PLUS 태양광&ESS
2025-01-17,10485,10630,10330,10620,28288,457990,PLUS 태양광&ESS
2025-01-20,10670,10670,10300,10310,7489,457990,PLUS 태양광&ESS
2025-01-21,10440,10440,9965,10030,6816,457990,PLUS 태양광&ESS
2025-01-22,10130,10475,10130,10420,9062,457990,PLUS 태양광&ESS
2025-01-23,10500,10500,10365,10475,3196,457990,PLUS 태양광&ESS
2025-01-24,10610,10865,10600,10770,4397,457990,PLUS 태양광&ESS
2025-01-31,10580,10580,10305,10400,7064,457990,PLUS 태양광&ESS
2025-02-03,10320,10320,9980,10110,1149,457990,PLUS 태양광&ESS
2025-02-04,10195,10380,10155,10210,2249,457990,PLUS 태양광&ESS
2025-02-05,10390,10390,10165,10180,20904,457990,PLUS 태양광&ESS
2025-02-06,10310,10645,10250,10460,37668,457990,PLUS 태양광&ESS
2025-02-07,10485,10485,10220,10240,5081,457990,PLUS 태양광&ESS
2025-02-10,10145,10145,9980,10025,4003,457990,PLUS 태양광&ESS
2025-02-11,10130,10330,10130,10330,29591,457990,PLUS 태양광&ESS
2025-02-12,10360,10955,10265,10945,7191,457990,PLUS 태양광&ESS
2025-02-13,11050,11655,10985,11575,60333,457990,PLUS 태양광&ESS
2025-02-14,11485,11675,11235,11275,31298,457990,PLUS 태양광&ESS
2025-02-17,11365,11385,11180,11325,76961,457990,PLUS 태양광&ESS
2025-02-18,11455,12270,11420,12270,82572,457990,PLUS 태양광&ESS
2025-02-19,12610,12610,12200,12290,47296,457990,PLUS 태양광&ESS
2025-02-20,12295,12295,11855,12035,23137,457990,PLUS 태양광&ESS
2025-02-21,11920,11935,11750,11825,3729,457990,PLUS 태양광&ESS
2025-02-24,11640,11640,11430,11525,5785,457990,PLUS 태양광&ESS
2025-02-25,11415,11520,11355,11460,3707,457990,PLUS 태양광&ESS
2025-02-26,11430,11575,11305,11500,3223,457990,PLUS 태양광&ESS
2025-02-27,11765,12000,11605,11605,52275,457990,PLUS 태양광&ESS
2025-02-28,11400,11515,11060,11060,11502,457990,PLUS 태양광&ESS
2025-03-04,11060,11305,10980,11245,7756,457990,PLUS 태양광&ESS
2025-03-05,11325,11385,11205,11320,17351,457990,PLUS 태양광&ESS
2025-03-06,11540,11540,10815,10930,10373,457990,PLUS 태양광&ESS
2025-03-07,10930,11205,10740,11170,17509,457990,PLUS 태양광&ESS
2025-03-10,11220,11380,11060,11300,25465,457990,PLUS 태양광&ESS
2025-03-11,10960,11060,10740,10830,11035,457990,PLUS 태양광&ESS
2025-03-12,11030,11035,10595,10595,53016,457990,PLUS 태양광&ESS
2025-03-13,10650,10840,10565,10600,30422,457990,PLUS 태양광&ESS
2025-03-14,10720,10720,10570,10670,4201,457990,PLUS 태양광&ESS
2025-03-17,10720,10815,10690,10750,13129,457990,PLUS 태양광&ESS
2025-03-18,10955,11030,10800,10860,12573,457990,PLUS 태양광&ESS
2025-03-19,10930,11045,10915,10915,4,457990,PLUS 태양광&ESS
