날짜,시가,고가,저가,종가,거래량,티커,종목명
2024-12-13,4415,4415,4325,4355,345150,455860,SOL 2차전지소부장Fn
2024-12-16,4375,4420,4315,4330,268725,455860,SOL 2차전지소부장Fn
2024-12-17,4330,4330,4090,4130,576533,455860,SOL 2차전지소부장Fn
2024-12-18,4135,4195,4125,4185,263091,455860,SOL 2차전지소부장Fn
2024-12-19,4065,4155,4040,4105,190599,455860,SOL 2차전지소부장Fn
2024-12-20,4125,4130,3975,3985,161817,455860,SOL 2차전지소부장Fn
2024-12-23,4020,4050,3900,4020,288951,455860,SOL 2차전지소부장Fn
2024-12-24,4040,4125,3965,3985,197245,455860,SOL 2차전지소부장Fn
2024-12-26,4010,4010,3840,3860,318487,455860,SOL 2차전지소부장Fn
2024-12-27,3795,3890,3750,3805,314916,455860,SOL 2차전지소부장Fn
2024-12-30,3795,3900,3785,3830,213953,455860,SOL 2차전지소부장Fn
2025-01-02,3845,3845,3690,3715,218849,455860,SOL 2차전지소부장Fn
2025-01-03,3710,3980,3710,3940,467971,455860,SOL 2차전지소부장Fn
2025-01-06,3965,4060,3940,4030,238496,455860,SOL 2차전지소부장Fn
2025-01-07,4050,4125,4005,4020,380397,455860,SOL 2차전지소부장Fn
2025-01-08,3965,4120,3965,4100,700443,455860,SOL 2차전지소부장Fn
2025-01-09,4110,4115,3990,4110,244215,455860,SOL 2차전지소부장Fn
2025-01-10,4090,4095,4000,4015,285293,455860,SOL 2차전지소부장Fn
2025-01-13,4005,4025,3925,3935,160272,455860,SOL 2차전지소부장Fn
2025-01-14,3980,4140,3950,4110,236925,455860,SOL 2차전지소부장Fn
2025-01-15,4085,4215,4045,4070,248756,455860,SOL 2차전지소부장Fn
2025-01-16,4165,4195,4105,4125,199236,455860,SOL 2차전지소부장Fn
2025-01-17,4105,4160,4070,4090,174092,455860,SOL 2차전지소부장Fn
2025-01-20,4110,4270,4110,4270,430685,455860,SOL 2차전지소부장Fn
2025-01-21,4220,4255,3945,4005,900821,455860,SOL 2차전지소부장Fn
2025-01-22,4035,4125,4020,4080,406715,455860,SOL 2차전지소부장Fn
2025-01-23,4050,4060,3965,4020,551867,455860,SOL 2차전지소부장Fn
2025-01-24,4030,4040,3965,4010,236679,455860,SOL 2차전지소부장Fn
2025-01-31,4010,4040,3925,3985,293885,455860,SOL 2차전지소부장Fn
2025-02-03,3930,3930,3710,3720,673587,455860,SOL 2차전지소부장Fn
2025-02-04,3785,3810,3670,3685,516614,455860,SOL 2차전지소부장Fn
2025-02-05,3690,3820,3690,3780,336396,455860,SOL 2차전지소부장Fn
2025-02-06,3790,3810,3735,3775,260362,455860,SOL 2차전지소부장Fn
2025-02-07,3775,3865,3730,3735,304336,455860,SOL 2차전지소부장Fn
2025-02-10,3690,3785,3600,3745,531242,455860,SOL 2차전지소부장Fn
2025-02-11,3750,3810,3710,3730,475728,455860,SOL 2차전지소부장Fn
2025-02-12,3730,3790,3700,3720,948210,455860,SOL 2차전지소부장Fn
2025-02-13,3740,3940,3740,3930,1697137,455860,SOL 2차전지소부장Fn
2025-02-14,3930,3940,3840,3880,498798,455860,SOL 2차전지소부장Fn
2025-02-17,3900,4075,3880,4010,535240,455860,SOL 2차전지소부장Fn
2025-02-18,4035,4035,3955,3985,446781,455860,SOL 2차전지소부장Fn
2025-02-19,3985,4225,3980,4185,1025853,455860,SOL 2차전지소부장Fn
2025-02-20,4205,4295,4160,4220,586189,455860,SOL 2차전지소부장Fn
2025-02-21,4270,4380,4245,4360,659192,455860,SOL 2차전지소부장Fn
2025-02-24,4300,4465,4290,4455,462517,455860,SOL 2차전지소부장Fn
2025-02-25,4430,4435,4260,4275,547923,455860,SOL 2차전지소부장Fn
2025-02-26,4255,4420,4225,4410,654086,455860,SOL 2차전지소부장Fn
2025-02-27,4410,4410,4310,4350,486784,455860,SOL 2차전지소부장Fn
2025-02-28,4255,4260,4035,4055,1231565,455860,SOL 2차전지소부장Fn
2025-03-04,4000,4015,3850,3885,1394216,455860,SOL 2차전지소부장Fn
2025-03-05,3880,3955,3850,3920,1491238,455860,SOL 2차전지소부장Fn
2025-03-06,3975,4110,3970,4000,697548,455860,SOL 2차전지소부장Fn
2025-03-07,3915,4195,3915,4155,1174779,455860,SOL 2차전지소부장Fn
2025-03-10,4170,4215,4075,4195,675408,455860,SOL 2차전지소부장Fn
2025-03-11,4065,4085,4005,4065,505450,455860,SOL 2차전지소부장Fn
2025-03-12,4085,4180,4050,4170,517353,455860,SOL 2차전지소부장Fn
2025-03-13,4250,4250,4075,4090,332536,455860,SOL 2차전지소부장Fn
2025-03-14,4090,4120,3960,4020,590690,455860,SOL 2차전지소부장Fn
2025-03-17,4030,4080,3990,4005,305738,455860,SOL 2차전지소부장Fn
2025-03-18,4045,4110,4010,4030,411194,455860,SOL 2차전지소부장Fn
2025-03-19,4040,4120,4035,4105,123072,455860,SOL 2차전지소부장Fn
