날짜,시가,고가,저가,종가,거래량,티커,종목명
2024-03-20,8004,8328,8004,8209,20098,457990,PLUS 태양광&ESS
2024-03-27,8493,8607,8353,8597,7825,457990,PLUS 태양광&ESS
2024-04-03,8577,8582,8189,8298,18716,457990,PLUS 태양광&ESS
2024-04-10,8862,9191,8692,9081,13838,457990,PLUS 태양광&ESS
2024-04-17,9310,9365,8847,9076,25917,457990,PLUS 태양광&ESS
2024-04-24,9684,9858,9275,9619,42830,457990,PLUS 태양광&ESS
2024-05-01,9695,10185,9650,10050,28198,457990,PLUS 태양광&ESS
2024-05-08,10145,10205,10035,10205,10315,457990,PLUS 태양광&ESS
2024-05-15,10390,10540,10205,10325,14615,457990,PLUS 태양광&ESS
2024-05-22,10925,11415,10575,10700,49961,457990,PLUS 태양광&ESS
2024-05-29,11735,11990,11440,11505,116930,457990,PLUS 태양광&ESS
2024-06-05,11235,11285,10460,10500,53463,457990,PLUS 태양광&ESS
2024-06-12,10410,10895,10360,10805,29584,457990,PLUS 태양광&ESS
2024-06-19,10740,10740,10480,10625,40569,457990,PLUS 태양광&ESS
2024-06-26,10810,10810,10340,10420,28199,457990,PLUS 태양광&ESS
2024-07-03,10395,10480,10170,10400,22602,457990,PLUS 태양광&ESS
2024-07-10,10525,11015,10525,10990,65350,457990,PLUS 태양광&ESS
2024-07-17,11015,11095,10520,10535,23590,457990,PLUS 태양광&ESS
2024-07-24,10580,11200,10175,10925,46806,457990,PLUS 태양광&ESS
2024-07-31,10165,10275,9740,9890,17831,457990,PLUS 태양광&ESS
2024-08-07,9435,9500,8600,9335,9382,457990,PLUS 태양광&ESS
2024-08-14,9610,9995,9510,9935,9385,457990,PLUS 태양광&ESS
2024-08-21,10040,10040,9775,9875,6223,457990,PLUS 태양광&ESS
2024-08-28,10020,10020,9720,9770,2232,457990,PLUS 태양광&ESS
2024-09-04,9910,9910,9225,9235,4534,457990,PLUS 태양광&ESS
2024-09-11,8710,9340,8655,9335,23922,457990,PLUS 태양광&ESS
2024-09-25,9710,10315,9645,9955,26413,457990,PLUS 태양광&ESS
2024-10-02,10150,10215,9850,9870,2388,457990,PLUS 태양광&ESS
2024-10-09,9925,10140,9800,10000,5252,457990,PLUS 태양광&ESS
2024-10-16,9675,9890,9430,9430,6408,457990,PLUS 태양광&ESS
2024-10-23,9220,9420,9070,9350,6108,457990,PLUS 태양광&ESS
2024-10-30,9385,9550,9385,9545,18919,457990,PLUS 태양광&ESS
2024-11-06,9415,9600,9100,9100,7977,457990,PLUS 태양광&ESS
2024-11-13,9530,9630,8845,8860,6454,457990,PLUS 태양광&ESS
2024-11-20,8615,8895,8615,8815,4517,457990,PLUS 태양광&ESS
2024-11-27,8885,9140,8840,8840,2848,457990,PLUS 태양광&ESS
2024-12-04,8835,9015,8670,8915,4280,457990,PLUS 태양광&ESS
2024-12-11,8500,8870,8295,8805,5767,457990,PLUS 태양광&ESS
2024-12-18,9170,9200,8860,8865,3026,457990,PLUS 태양광&ESS
2024-12-25,8700,8910,8600,8830,2647,457990,PLUS 태양광&ESS
2025-01-01,8635,8885,8635,8815,3398,457990,PLUS 태양광&ESS
2025-01-08,9445,9570,9285,9400,8255,457990,PLUS 태양광&ESS
2025-01-15,9580,9775,9460,9635,30730,457990,PLUS 태양광&ESS
2025-01-22,10670,10670,9965,10420,23367,457990,PLUS 태양광&ESS
2025-02-05,10320,10390,9980,10180,24302,457990,PLUS 태양광&ESS
2025-02-12,10145,10955,9980,10945,40785,457990,PLUS 태양광&ESS
2025-02-19,11365,12610,11180,12290,206829,457990,PLUS 태양광&ESS
2025-02-26,11640,11640,11305,11500,12715,457990,PLUS 태양광&ESS
2025-03-05,11060,11385,10980,11320,25107,457990,PLUS 태양광&ESS
2025-03-14,11220,11380,10565,10670,124139,457990,PLUS 태양광&ESS
