날짜,시가,고가,저가,종가,거래량,티커,종목명
2023-09-11,10089,10163,10039,10163,91121,464600,SOL 자동차소부장Fn
2023-09-12,10218,10357,10014,10014,94392,464600,SOL 자동차소부장Fn
2023-09-13,9940,10089,9920,9989,94628,464600,SOL 자동차소부장Fn
2023-09-14,9984,10084,9984,10084,91029,464600,SOL 자동차소부장Fn
2023-09-15,10089,10208,10089,10193,112209,464600,SOL 자동차소부장Fn
2023-09-18,10178,10193,10069,10074,85019,464600,SOL 자동차소부장Fn
2023-09-19,10089,10123,10019,10039,95509,464600,SOL 자동차소부장Fn
2023-09-20,10044,10168,10044,10114,90607,464600,SOL 자동차소부장Fn
2023-09-21,10014,10123,9885,9895,102913,464600,SOL 자동차소부장Fn
2023-09-22,9811,9935,9771,9915,78073,464600,SOL 자동차소부장Fn
2023-09-25,9915,9945,9855,9945,86400,464600,SOL 자동차소부장Fn
2023-09-26,9945,9950,9801,9816,80957,464600,SOL 자동차소부장Fn
2023-09-27,9731,9960,9731,9955,95312,464600,SOL 자동차소부장Fn
2023-10-04,9751,9756,9642,9652,88673,464600,SOL 자동차소부장Fn
2023-10-05,9731,9731,9607,9617,74531,464600,SOL 자동차소부장Fn
2023-10-06,9632,9706,9577,9692,100928,464600,SOL 자동차소부장Fn
2023-10-10,9746,9836,9592,9642,91271,464600,SOL 자동차소부장Fn
2023-10-11,9741,9816,9706,9731,96556,464600,SOL 자동차소부장Fn
2023-10-12,9860,9865,9811,9865,103505,464600,SOL 자동차소부장Fn
2023-10-13,9776,9786,9607,9642,118984,464600,SOL 자동차소부장Fn
2023-10-16,9607,9617,9423,9498,81233,464600,SOL 자동차소부장Fn
2023-10-17,9582,9617,9528,9533,84603,464600,SOL 자동차소부장Fn
2023-10-18,9552,9617,9523,9617,85654,464600,SOL 자동차소부장Fn
2023-10-19,9508,9508,9354,9389,80928,464600,SOL 자동차소부장Fn
2023-10-20,9299,9304,9101,9145,85559,464600,SOL 자동차소부장Fn
2023-10-23,9175,9235,9150,9190,82512,464600,SOL 자동차소부장Fn
2023-10-24,9220,9314,9041,9314,84924,464600,SOL 자동차소부장Fn
2023-10-25,9349,9354,9255,9265,99497,464600,SOL 자동차소부장Fn
2023-10-26,9111,9155,8942,8952,88360,464600,SOL 자동차소부장Fn
2023-10-27,8962,9101,8917,8962,103694,464600,SOL 자동차소부장Fn
2023-10-30,8947,8947,8803,8823,108565,464600,SOL 자동차소부장Fn
2023-10-31,8892,8892,8629,8679,94962,464600,SOL 자동차소부장Fn
2023-11-01,8758,8793,8654,8703,93684,464600,SOL 자동차소부장Fn
2023-11-02,8902,8952,8857,8917,88216,464600,SOL 자동차소부장Fn
2023-11-03,9001,9001,8847,8982,86420,464600,SOL 자동차소부장Fn
2023-11-06,9180,9438,9096,9438,92081,464600,SOL 자동차소부장Fn
2023-11-07,9384,9384,9130,9180,97049,464600,SOL 자동차소부장Fn
2023-11-08,9269,9319,9121,9165,86147,464600,SOL 자동차소부장Fn
2023-11-09,9220,9294,9195,9240,91918,464600,SOL 자동차소부장Fn
2023-11-10,9056,9081,8962,9071,92836,464600,SOL 자동차소부장Fn
2023-11-13,9170,9185,8977,9031,51132,464600,SOL 자동차소부장Fn
2023-11-14,9106,9215,9081,9215,52628,464600,SOL 자동차소부장Fn
